Cdk9as_3MBPP1r2_pr_counts	Cdk9as_3MBPP1r2gb_counts	Cdk9as_3MBPP1r2term_counts	Cdk9as_3MBPP1r2pr_map	Cdk9as_3MBPP1r2gb_map	Cdk9as_3MBPP1r2term_map	Cdk9as_3MBPP1r2pr_density	Cdk9as_3MBPP1r2pr_densityRPKM	Cdk9as_3MBPP1r2gb_density	Cdk9as_3MBPP1r2gb_densityRPKM	Cdk9as_3MBPP1r2pause_index_CI_low	Cdk9as_3MBPP1r2pause_index_CI_high	Cdk9as_3MBPP1r2pause_index_scaled	Cdk9as_3MBPP1r2pause_index_CI_low_scaled	Cdk9as_3MBPP1r2pause_index_CI_high_scaled	Cdk9as_3MBPP1r2_ExpPR	Cdk9as_3MBPP1r2_ExpGB	Cdk9as_3MBPP1r2Fexact_Pval
SPBC18H10.16	22	2267	3	100	4895	284	0.22	17.8698838522531	0.463125638406537	37.6181880332972	0.00622023521708816	0.0149931619763529	0.475033083370093	0.304480513876465	0.733915278742476	38	84	1
SPNCRNA.377	0	2	1	100	197	297	0	0	0.0101522842639594	0.824637002872778	0.0514242900386907	4.05388820080272	0	0.101305851376221	7.98615975558137	1	99	1
SPBC18H10.19	49	976	50	100	1880	300	0.49	39.8011049436546	0.519148936170213	42.1687781426475	0.0372627877005254	0.0674491516288653	0.943852459016393	0.700540408769878	1.26804405062267	50	99	1
SPBC9B6.03	129	3448	4	100	2202	300	1.29	104.78250077003	1.56584922797457	127.188835609299	0.0312532623785776	0.044756830899786	0.823834106728538	0.688196837576278	0.985545416413287	139	90	1
SPBC9B6.06	105	1311	156	100	855	300	1.05	85.2880820221171	1.53333333333333	124.547675333885	0.0653084537491616	0.0981335933515298	0.684782608695652	0.558387279555331	0.83904222315558	124	81	1
SPBC9B6.07	50	1082	92	100	871	247	0.5	40.6133723914843	1.24225028702641	100.903947020863	0.0344248541605625	0.0618596143927409	0.402495378927911	0.2998404797385	0.538797241360773	83	67	1
SPBC9B6.08	384	2719	346	100	846	300	3.84	311.9106999666	3.21394799054374	261.058533173631	0.126726857817163	0.157370321024282	1.19479220301581	1.0721092171332	1.33135291586542	369	115	1
SPNCRNA.1467	464	392	229	100	2851	300	4.64	376.892095792974	0.137495615573483	11.1683212749645	1.03244239480108	1.35709337807708	33.7465306122449	29.4349326757787	38.6907322089775	68	496	1.28112958822682e-245
SPBC9B6.10	14	1492	106	100	1853	300	0.14	11.3717442696156	0.805180787911495	65.4022143638366	0.00532603660149605	0.0162156377799467	0.17387399463807	0.0986914582257218	0.300475768062411	50	64	1
SPNCRNA.1468	2	42	4	100	817	300	0.02	1.62453489565937	0.0514075887392901	4.17567109043413	0.00797536691687462	0.200526163723088	0.389047619047619	0.0651587477108656	1.63829875761763	4	98	1
SPBC28E12.02	0	6	3	100	2103	300	0	0	0.00285306704707561	0.231745348881508	0.0157393406208896	0.93492067967121	0	0.330998333257308	19.6613818934856	0	100	1
SPBC28E12.03	59	4594	285	100	3572	300	0.59	47.9237794219515	1.28611422172452	104.466871649764	0.00984531937172553	0.0167161246939582	0.4587461906835	0.351674807958036	0.597099974068188	89	70	1
SPBC28E12.04	82	709	291	100	1437	300	0.82	66.6059307220343	0.49338900487126	40.0763827774007	0.0913831918157125	0.1461911368987	1.66197461212976	1.31317646639179	2.10076663723432	60	122	1
SPBC28E12.05	51	719	1	100	5033	300	0.51	41.425639839314	0.142857142857143	11.6038206832812	0.0528158340639151	0.095008941379067	3.57	2.65822092843684	4.78180001960844	18	133	1.70392088856964e-07
SPBC3H7.18	78	126	397	100	97	300	0.78	63.3568609307155	1.29896907216495	105.511029305712	0.462199832538634	0.828534844270864	0.60047619047619	0.448333837562475	0.803678798942738	100	78	1
SPBC3H7.08c	3	43	264	100	1178	300	0.03	2.43680234348906	0.0365025466893039	2.96498304386049	0.0172895015262644	0.23349064468298	0.821860465116279	0.203670327979395	2.75051979436551	3	100	1
SPBC3H7.07c	33	819	452	100	1278	300	0.33	26.8048257783797	0.640845070422535	52.0537589806348	0.0279808429894197	0.0577210674097859	0.514945054945055	0.357595173404783	0.737675241497064	51	82	1
SPBC3H7.06c	121	708	24	100	1288	300	1.21	98.2843611873921	0.549689440993789	44.6494839334952	0.140248869700293	0.20811917879097	2.20124293785311	1.80640544173977	2.68057502282769	78	143	0.000161013112485401
SPBC3H7.05c	96	2873	219	100	1867	300	0.96	77.9776749916499	1.53883235136583	124.994342668168	0.0271148170471093	0.0411348991483992	0.623849634528368	0.506233634269531	0.767988567100613	118	78	1
SPNCRNA.1472	1	6	0	100	585	300	0.01	0.812267447829686	0.0102564102564103	0.833094818286858	0.00755953402951306	1.38050834161111	0.975	0.0442232740726514	8.07597379842497	1	100	1
SPBC3H7.03c	29	4665	34	100	4936	300	0.29	23.5557559870609	0.945097244732577	76.7671726929799	0.00423551206720028	0.00906535109340528	0.306846730975348	0.209064875637006	0.447465729970484	62	67	1
SPNCRNA.1473	3	29	136	100	2910	300	0.03	2.43680234348906	0.00996563573883161	0.809476150758107	0.0251465659283638	0.354399747464255	3.01034482758621	0.731765068515387	10.3130326512098	1	102	1
SPNCRNA.1474	96	203	2	100	864	300	0.96	77.9776749916499	0.234953703703704	19.084524526554	0.368227864345643	0.606928105011558	4.08591133004926	3.18148874794636	5.24385882729987	37	159	1.08193990594507e-13
SPNCRNA.379	21	53	6	100	459	300	0.21	17.0576164044234	0.115468409586057	9.37912303594191	0.231535695013338	0.672977977555432	1.81867924528302	1.06274884011122	3.08896891697943	12	109	1
SPBP16F5.02	2	208	29	100	1267	300	0.02	1.62453489565937	0.164167324388319	13.3347773597928	0.00165404534553223	0.0391220790601527	0.121826923076923	0.0209567545278933	0.495676741692134	14	88	1
SPNCRNA.1475	1	22	111	100	1155	300	0.01	0.812267447829686	0.019047619047619	1.54717609110416	0.0022789459676721	0.315231910448174	0.525	0.0263218259266127	3.64092856567641	1	100	1
SPBP16F5.04	13	682	27	100	1138	300	0.13	10.5594768217859	0.599297012302285	48.6789454674733	0.0105418737735679	0.0337348472210661	0.21692082111437	0.119966523543202	0.383902561375732	42	71	1
SPBP16F5.06	86	1103	148	100	1946	300	0.86	69.855000513353	0.566803699897225	46.0396194735943	0.0622057210644741	0.0976097347297037	1.51728014505893	1.21052333191467	1.89948543784003	67	119	1
SPBP16F5.07	19	2153	238	100	1475	300	0.19	15.433081508764	1.45966101694915	118.563512893377	0.00545723910292183	0.0140978496493271	0.130167208546215	0.080494276768097	0.207943282327574	70	49	1
SPNCRNA.380	5	238	5	100	1332	300	0.05	4.06133723914843	0.178678678678679	14.5134874311911	0.00765773416686933	0.0526859666780353	0.279831932773109	0.102001019102699	0.70177707615143	15	90	1
SPSNORNA.40	693	5	1140	100	8	300	6.93	562.901341345973	0.625	50.7667154893554	55.6655530500657	377.76331270505	11.088	4.45324424400525	30.221065016404	305	488	0.388065157045621
SPBC16E9.19	19	535	643	100	2013	300	0.19	15.433081508764	0.265772478887233	21.5878333129102	0.0218213695703251	0.057108193636393	0.714897196261682	0.439264169450645	1.14958793790059	24	95	1
SPBC16E9.05	63	4845	463	100	1685	300	0.63	51.1728492132702	2.87537091988131	233.557019865569	0.0100567804381006	0.0167790797465638	0.219102167182663	0.169456750381996	0.2827274937296	120	43	1
SPBC16E9.07	16	263	2	100	1798	300	0.16	12.996279165275	0.146273637374861	11.8813314115243	0.0354356933690944	0.102854641496699	1.09384030418251	0.637133766776318	1.84932645411064	14	102	1
SPBC16E9.08	1	11	2	100	867	300	0.01	0.812267447829686	0.0126874279123414	1.03055846898807	0.00438460787950623	0.673532041142035	0.788181818181818	0.0380145503153191	5.83952279670144	1	100	1
SPNCRNA.1477	7	38	12	100	359	300	0.07	5.6858721348078	0.105849582172702	8.59781699652593	0.0751890918108839	0.429876757328988	0.661315789473684	0.269928839601073	1.54325755881107	10	97	1
SPNCRNA.1478	11	81	12	100	1117	300	0.11	8.93494192612655	0.072515666965085	5.89021157333971	0.0684744385471167	0.26250856443035	1.51691358024691	0.764859478571293	2.93222066468701	7	104	1
SPBC16E9.13	561	8604	127	100	2057	300	5.61	455.682038232454	4.18279047156052	339.75445411408	0.0598074002802313	0.0710785854918379	1.34120990237099	1.23023822376436	1.46208650356711	533	128	1
SPBC16E9.15	67	958	137	100	746	300	0.67	54.421919004589	1.28418230563003	104.309948394214	0.0541457276333283	0.0901756680738335	0.521732776617954	0.403927128144629	0.672710483830798	93	74	1
SPBC16E9.20	0	4	0	100	1230	300	0	0	0.0032520325203252	0.26415201555437	0.0240893601812892	1.52670069174082	0	0.296299130229857	18.7784185084121	0	100	1
SPNCRNA.1481	0	61	272	100	2735	300	0	0	0.0223034734917733	1.81163854908998	0.00149545868574188	0.0796917976497406	0	0.0409007950550403	2.1795706657204	2	98	1
SPNCRNA.571	0	11	2	100	1424	300	0	0	0.0077247191011236	0.627453786947089	0.00843437698064696	0.473726222726494	0	0.120105528204413	6.74586141162528	0	100	1
SPBC16E9.18	39	1144	50	100	1582	300	0.39	31.6784304653578	0.723135271807838	58.7379241666979	0.0244323700936611	0.0473745525889156	0.539318181818182	0.386520094881718	0.749465421956645	58	81	1
SPBC1E8.02	6	2839	1	100	3019	300	0.06	4.87360468697812	0.940377608479629	76.3838120035932	0.00085832739288382	0.00485658770796305	0.0638041563930962	0.0259129039911625	0.146620382903405	51	55	1
SPNCRNA.382	0	0	4	100	478	272	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC1E8.04	0	0	0	0	117	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.383	9	1	1	100	166	300	0.09	7.31040703046718	0.00602409638554217	0.489317739656438	1.17938036898764	189.755908775666	14.94	1.95777141251948	314.994808567606	0	109	1
SPBC1E8.05	1542	11219	72	100	1993	300	15.42	1252.51640455338	5.62920220772704	457.241771058768	0.130272048813301	0.145011585027575	2.73928692396827	2.59632193284909	2.89008088959957	1394	248	1.39308853573649e-23
SPBC1A4.01	9	83	8	100	932	300	0.09	7.31040703046718	0.0890557939914163	7.2337122499854	0.0509681698695126	0.222681676447417	1.01060240963855	0.475023343183857	2.07539322448993	8	101	1
SPNCRNA.384	0	0	1	100	574	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC1A4.04	0	2424	286	100	2194	300	0	0	1.10483135824977	89.7418547647748	3.74994356948829e-05	0.00197650503433219	0	0.000822737619145731	0.0433645204532482	52	48	1
SPBC1A4.05	93	1592	2	100	3908	300	0.93	75.5408726481608	0.407369498464688	33.0892982841571	0.0471183800636588	0.0723468625841132	2.28293969849246	1.84138629288779	2.82731538978714	55	138	0.000163752125784827
SPBC1A4.09	63	1721	2	100	4815	300	0.63	51.1728492132702	0.35742471443406	29.0324460584609	0.0282263886336274	0.0473814524751475	1.76260894828588	1.35910061270916	2.28141693667835	42	121	1
SPBP23A10.02	7	469	122	100	1065	300	0.07	5.6858721348078	0.44037558685446	35.7702754020773	0.00650097794130825	0.0324504505855128	0.158955223880597	0.0692354150749329	0.345597298735711	32	75	1
SPBP23A10.04	5	584	86	100	2490	300	0.05	4.06133723914843	0.234538152610442	19.0507706639573	0.00313922679204741	0.0213323935424679	0.213184931506849	0.0781667471219806	0.53117659920745	19	86	1
SPBP23A10.05	35	949	391	100	1967	300	0.35	28.429360674039	0.482460599898322	39.188704015779	0.0259117598006514	0.0522432603008217	0.725447839831402	0.509684315278812	1.02762493011716	43	92	1
SPBP23A10.06	246	1030	7	100	1462	300	2.46	199.817792166103	0.704514363885089	57.2254084312296	0.207300605257658	0.275106135641961	3.49176699029126	3.03073484886696	4.02205170308546	143	203	6.15869520579662e-22
SPBP23A10.07	2083	7124	65	100	3670	300	20.83	1691.95309382924	1.94114441416894	157.672841916585	0.278373910704385	0.307113257546129	10.7307832678271	10.2163225228509	11.2710565519429	1440	743	4.35748120172366e-213
SPBP23A10.08	149	1233	88	100	1807	300	1.49	121.027849726623	0.682346430547869	55.4247793676814	0.101564209424555	0.143708961558362	2.18364152473642	1.83526526430171	2.59682093535961	100	149	1.99562021993856e-05
SPBP23A10.09	18	669	471	100	750	300	0.18	14.6208140609344	0.892	72.454256346408	0.0163326357885257	0.0437469751731725	0.201793721973094	0.122494768413943	0.328102313798794	55	63	1
SPBP23A10.10	154	3209	30	100	2489	300	1.54	125.089186965772	1.28927280032141	104.723432707331	0.0406837029167476	0.0565796985319048	1.19447179806793	1.01261736559785	1.40826869645911	143	111	1
SPNCRNA.1482	170	235	30	100	558	300	1.7	138.085466131047	0.421146953405018	34.2083961003542	0.590987352650671	0.885345440399332	4.03659574468085	3.29770942779074	4.94022755742827	80	190	3.40020896775476e-18
SPNCRNA.385	13	6	42	100	375	300	0.13	10.5594768217859	0.016	1.2996279165275	0.7698502746584	6.37716292545832	8.125	2.886938529969	23.9143609704687	1	112	0.132367205516859
SPBP23A10.12	3	741	66	100	1688	300	0.03	2.43680234348906	0.438981042654028	35.6570011162202	0.00104304794082266	0.0129386227282522	0.0683400809716599	0.0176066492410864	0.218403951652897	31	72	1
SPBP23A10.13	38	773	25	100	3110	300	0.38	30.8661630175281	0.248553054662379	20.1891555360883	0.0349840544506507	0.0687885798674534	1.52884864165589	1.08800409341524	2.1393248338778	27	111	1
SPBP23A10.16	196	1120	642	100	320	300	1.96	159.204419774619	3.5	284.29360674039	0.14990735038985	0.204226512827943	0.56	0.479703521247521	0.653524841049419	230	66	1
SPBC29A3.01	248	1714	52	100	2767	300	2.48	201.442327061762	0.619443440549331	50.3153742529845	0.126357451605089	0.165645498217619	4.00359393232205	3.4963106859128	4.58341093568152	133	215	2.15925778396581e-29
SPSNORNA.25	18	121	138	100	271	300	0.18	14.6208140609344	0.446494464944649	36.2672919510672	0.0877081747771575	0.249268987112682	0.403140495867769	0.237689153646097	0.675518955075369	36	82	1
SPNCRNA.1483	18	332	29	100	912	300	0.18	14.6208140609344	0.364035087719298	29.569385162221	0.0326921679863993	0.0887610672107745	0.494457831325301	0.298152572035962	0.809500932962263	31	87	1
SPBC29A3.04	61	8004	2612	100	763	300	0.61	49.5483143176109	10.4901703800786	852.082392192504	0.005873060665782	0.009868903428191	0.0581496751624188	0.0448114528799167	0.0752997331570974	146	15	1
SPBC29A3.05	31	240	37	100	628	300	0.31	25.1802908827203	0.382165605095541	31.0420680699243	0.0872021558896251	0.190291461462814	0.811166666666667	0.547629538986846	1.19503037798647	36	95	1
SPBC29A3.06	99	1450	51	100	1699	300	0.99	80.414477335139	0.853443201883461	69.3224131461475	0.0553912934003414	0.0840751988302945	1.16000689655172	0.9410980748718	1.4284376281267	91	108	1
SPBC29A3.08	9	686	59	100	1413	300	0.09	7.31040703046718	0.48549186128804	39.434923511052	0.0063730442823586	0.0260163260871056	0.185379008746356	0.090051115709727	0.367610687610802	35	74	1
SPBC29A3.12	197	2054	1224	100	452	300	1.97	160.016687222448	4.54424778761062	369.114455274818	0.0826328474810063	0.11128350341343	0.433515092502434	0.373500470614148	0.503001435428702	243	54	1
SPNCRNA.1484	35	77	26	100	1489	300	0.35	28.429360674039	0.0517125587642713	4.20044281281973	0.298848866122558	0.689138518943152	6.76818181818182	4.44985961656488	10.2612725470635	6	129	2.64716207471295e-10
SPBC29A3.16	106	1407	502	100	944	300	1.06	86.1003494699467	1.49046610169492	121.065709650039	0.0615208252730023	0.0921763782539099	0.711186922530206	0.580756590577141	0.87014501071691	123	83	1
SPBC29A3.17	6	873	32	100	2306	300	0.06	4.87360468697812	0.378577623590633	30.7506280119391	0.00278550325062436	0.0158291106331241	0.158487972508591	0.0642337049593976	0.365019291199841	29	77	1
SPBC29A3.18	345	4622	379	100	1307	300	3.45	280.232269501242	3.53634276970161	287.245611619649	0.066803221378116	0.0833904618513663	0.97558416270013	0.873118103411976	1.08991333639736	346	99	1
SPBC18E5.01	26	884	23	100	1637	300	0.26	21.1189536435718	0.540012217470983	43.8634345682005	0.0194962945658533	0.0440378361802531	0.481470588235294	0.319154342043018	0.720899378270743	44	82	1
SPBC18E5.04	326	1014	1114	39	418	300	8.35897435897436	678.972276903789	2.42583732057416	197.042868923278	0.283211661039892	0.364914360743936	3.44580994285136	3.03544805935064	3.91113340489655	258	107	5.20164669896898e-11
SPBC18E5.06	128	1694	1061	100	269	300	1.28	103.9702333222	6.29739776951673	511.517121421371	0.0628644956649201	0.0907612497352445	0.203258559622196	0.169105493338635	0.244147761787808	196	32	1
SPBC18E5.07	330	6014	106	100	1813	300	3.3	268.048257783796	3.31715388858246	269.441612313719	0.0490366200379035	0.0613918470066706	0.994828732956435	0.88903392128719	1.11303418623094	330	100	1
SPBC18E5.08	68	377	5	100	1773	300	0.68	55.2341864524187	0.212633953750705	17.2715638935021	0.138105817901269	0.235196090904541	3.19798408488064	2.4486161513895	4.17002669173751	29	139	1.57796937134944e-07
SPBC18E5.15	2	5	7	100	142	300	0.02	1.62453489565937	0.0352112676056338	2.86009664728763	0.0538788235081954	2.30512923539502	0.568	0.0765079293816374	3.27328351426092	3	99	1
SPBC18E5.10	3	80	1	100	2836	300	0.03	2.43680234348906	0.0282087447108604	2.29130450727697	0.00947009121977216	0.122701708188926	1.0635	0.268571786992739	3.47982044423794	2	101	1
SPNCRNA.536	0	1	3	100	457	300	0	0	0.00218818380743982	0.177739047665139	0.120791776113059	17.3080587281839	0	0.552018416836679	79.0978283878006	0	100	1
SPBC18E5.13	11	157	20	100	730	300	0.11	8.93494192612655	0.215068493150685	17.4693136040083	0.0360442149163723	0.132590114930954	0.511464968152866	0.263122768889518	0.967907838995965	19	92	1
SPBC23G7.16	21	214	13	100	887	300	0.21	17.0576164044234	0.241262683201804	19.5969823940871	0.060980985441855	0.15634813292091	0.870420560747663	0.540901340869253	1.38680793900848	23	98	1
SPNCRNA.387	1	3	75	100	952	300	0.01	0.812267447829686	0.00315126050420168	0.255966632719439	0.0133674946082822	3.55733427163736	3.17333333333333	0.127258548670846	33.8658222659876	0	101	1
SPBC23G7.05	129	2046	698	100	568	300	1.29	104.78250077003	3.60211267605634	292.587887017524	0.0525511411527111	0.0755962056963222	0.358123167155425	0.298490481747399	0.42938644835511	179	50	1
SPNCRNA.388	10	51	0	100	1330	300	0.1	8.12267447829686	0.0383458646616541	3.11470976235444	0.0935517944717714	0.399518365545125	2.6078431372549	1.24423886647456	5.31359426175016	4	106	1
SPBC23G7.11	1	1	319	100	474	300	0.01	0.812267447829686	0.00210970464135021	0.171364440470398	0.027408528703162	36.4849938072245	4.74	0.129916426052988	172.938870646244	0	101	1
SPNCRNA.1488	6	156	7	100	1886	300	0.06	4.87360468697812	0.0827147401908802	6.71864909127418	0.0153772395146443	0.0899023861663665	0.725384615384615	0.290014737246192	1.69555900309767	8	98	1
SPBC23G7.14	30	334	38	100	1427	300	0.3	24.3680234348906	0.23405746320953	19.0117258286696	0.0606586221802624	0.132226251470131	1.28173652694611	0.865598538512345	1.88686860847877	24	106	1
SPBC1711.03	25	546	202	100	1230	300	0.25	20.3066861957422	0.44390243902439	36.0567501231714	0.0299897637650722	0.0693569239303858	0.563186813186813	0.368874094310388	0.853090164343746	38	87	1
SPBC1711.04	49	1359	150	100	1056	300	0.49	39.8011049436546	1.28693181818182	104.533282348536	0.0268162037223018	0.0483398648522754	0.38075055187638	0.283179111307507	0.510468972840028	83	66	1
SPBC1711.05	46	1004	82	100	1010	300	0.46	37.3643026001656	0.994059405940594	80.744209665446	0.0336910376890641	0.062110596473627	0.462749003984064	0.340279480659547	0.627317024383632	72	74	1
SPBC1711.06	152	4114	115	93	1065	300	1.63440860215054	132.75769039797	3.86291079812207	313.771669518435	0.0313152151536803	0.0435688914057232	0.423102858845484	0.358609721921177	0.498934079001024	194	51	1
SPBC1711.18	296	117	212	100	90	300	2.96	240.431164557587	1.3	105.594768217859	2.03170611333342	3.15207371893219	2.27692307692308	1.82853550200008	2.83686634703897	223	173	0.0299039533192928
SPBC1711.07	42	2266	0	100	2029	0	0.42	34.1152328088468	1.11680630852637	90.7145409946806	0.0134857243219605	0.0253811774477101	0.376072374227714	0.273625346492578	0.514984090414038	74	68	1
SPBC1711.08	92	1982	125	100	1549	300	0.92	74.7286052003311	1.27953518398967	103.932477830758	0.0374418455871592	0.0574818023176096	0.719011099899092	0.579974188145095	0.890393117899773	107	85	1
SPBC1711.11	1	85	16	100	1652	300	0.01	0.812267447829686	0.051452784503632	4.1793421952496	0.000607646510904272	0.0777163283726937	0.194352941176471	0.0100383203601386	1.2838737447169	4	97	1
SPBC1711.12	99	968	1446	100	1994	300	0.99	80.414477335139	0.485456369107322	39.4320405967471	0.0826942669018245	0.126365417132016	2.03931818181818	1.64892368202238	2.5197264176124	65	134	0.00725001334035442
