Cdk9as_3MBPP1_combined_pr_counts	Cdk9as_3MBPP1_combinedgb_counts	Cdk9as_3MBPP1_combinedterm_counts	Cdk9as_3MBPP1_combinedpr_map	Cdk9as_3MBPP1_combinedgb_map	Cdk9as_3MBPP1_combinedterm_map	Cdk9as_3MBPP1_combinedpr_density	Cdk9as_3MBPP1_combinedpr_densityRPKM	Cdk9as_3MBPP1_combinedgb_density	Cdk9as_3MBPP1_combinedgb_densityRPKM	Cdk9as_3MBPP1_combinedpause_index_CI_low	Cdk9as_3MBPP1_combinedpause_index_CI_high	Cdk9as_3MBPP1_combinedpause_index_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_low_scaled	Cdk9as_3MBPP1_combinedpause_index_CI_high_scaled	Cdk9as_3MBPP1_combined_ExpPR	Cdk9as_3MBPP1_combined_ExpGB	Cdk9as_3MBPP1_combinedFexact_Pval
SPBC577.12	80	837	89	100	2087	300	0.8	39.7238674799864	0.401054144705319	19.9142771207167	0.0754582685917688	0.120905483406331	1.994743130227	1.57481406551021	2.52329743869013	51	129	0.0591844517822533
SPBC577.13	72	1491	27	100	2798	300	0.72	35.7514807319877	0.532880629020729	26.460099362339	0.0378332100870764	0.0615377315473933	1.35114688128773	1.0585732182364	1.72182572869607	59	113	1
SPNCRNA.327	3	3	7	100	233	181	0.03	1.48964503049949	0.0128755364806867	0.639332631115661	0.162070833932487	6.17014163335868	2.33	0.377625043062695	14.3764300057257	1	102	1
SPBC530.01	246	6664	201	100	2396	300	2.46	122.150892500958	2.78130217028381	138.105098542691	0.0324342480347925	0.0420036134287994	0.884477791116447	0.777124582913629	1.00640657775403	254	92	1
SPBC530.02	2895	6544	2	100	1690	300	28.95	1437.50745443201	3.87218934911243	192.272920701946	0.423348341531217	0.46228611807624	7.47639058679707	7.15458697187756	7.81263539548846	2380	615	4.32238111621993e-132
SPNCRNA.1384	16	304	976	100	878	300	0.16	7.94477349599727	0.34624145785877	17.1925622350738	0.0307214660770558	0.088788201943335	0.462105263157895	0.26973447215655	0.779560413062481	29	87	1
SPBC530.04	153	5302	522	100	2952	300	1.53	75.9718965554739	1.79607046070461	89.1835812071848	0.0244879250105358	0.0339880288061878	0.851859675594115	0.722883546311017	1.00332661035866	162	91	1
SPBC530.05	70	7266	595	100	2496	300	0.7	34.7583840449881	2.91105769230769	144.548087494782	0.00755624620219776	0.0122619294516325	0.240462427745665	0.188603905206856	0.306057759112746	126	44	1
SPBC530.08	188	5896	93	100	3167	300	1.88	93.351088577968	1.86169876855068	92.4423439619512	0.0274991247989191	0.0369587149775949	1.00983039348711	0.870897282381769	1.17048250334043	187	101	1
SPNCRNA.328	4	4	5	100	80	300	0.04	1.98619337399932	0.05	2.48274171749915	0.211385029561017	4.73070397689326	0.8	0.169108023648813	3.78456318151461	4	100	1
SPNCRNA.1386	1	27	3	100	756	300	0.01	0.49654834349983	0.0357142857142857	1.77338694107082	0.00187061064467936	0.253746874604382	0.28	0.0141418164737759	1.91832637200913	3	98	1
SPBC530.13	10	1246	113	100	1368	300	0.1	4.9654834349983	0.910818713450292	45.2265523392389	0.00406740564424136	0.0153370388446455	0.109791332263242	0.0556421092132218	0.20981069139475	52	58	1
SPNCRNA.1387	19	309	6	100	1239	300	0.19	9.43441852649676	0.249394673123487	12.3836511817149	0.0375495874281676	0.0995044318552876	0.761844660194175	0.465239388234997	1.23285991068701	23	96	1
SPNCRNA.329	19	253	8	100	1061	300	0.19	9.43441852649676	0.238454288407163	11.8404081909007	0.0457147360083802	0.12192959668177	0.796798418972332	0.485033349048914	1.29367302079358	22	97	1
SPNCRNA.1389	3	60	10	100	1218	300	0.03	1.48964503049949	0.0492610837438424	2.44605095320113	0.0125342590362304	0.165041493362126	0.609	0.152667275061286	2.01020538915069	4	99	1
SPNCRNA.1391	4	49	33	100	648	300	0.04	1.98619337399932	0.0756172839506173	3.75476370856353	0.0250677867183047	0.23557808869923	0.528979591836735	0.162439257934615	1.52654601477101	7	97	1
SPBC36.04	580	3338	424	100	1366	300	5.8	287.998039229901	2.44363103953148	121.338094480412	0.158931093327321	0.189953320776617	2.37351707609347	2.17099873485121	2.59476236180858	482	198	6.29660702051386e-13
SPBC36.07	37	5187	38	100	3745	300	0.37	18.3722887094937	1.38504672897196	68.7742658940885	0.00508821108394415	0.00995557239692378	0.267139001349528	0.190553505093708	0.372836186264796	79	58	1
SPBC36.09	135	2189	34	100	1939	300	1.35	67.034026372477	1.12893243940175	56.0569532708163	0.0516245141376893	0.0736296527534461	1.19582000913659	1.0009993291298	1.42767896688932	124	111	1
SPBC36.10	121	2711	291	100	1309	300	1.21	60.0823495634794	2.07104660045837	102.837475876855	0.0370373886586669	0.0537468476573973	0.584245665805976	0.48481941754195	0.703546235835331	149	72	1
SPBC36.11	276	2299	186	100	1885	300	2.76	137.047342805953	1.21962864721485	60.5604584459474	0.105743936029718	0.136269001221054	2.26298390604611	1.99327319416018	2.56867067301687	206	170	7.20308516408794e-09
SPNCRNA.1392	0	12	567	100	689	300	0	0	0.0174165457184325	0.864815692597671	0.00771806013949717	0.431135285113533	0	0.0531774343611355	2.97052211443224	1	99	1
SPBC713.03	55	3338	244	100	2007	300	0.55	27.3101588924906	1.66317887394121	82.5848714799418	0.0125011712120416	0.0216640919462666	0.330692031156381	0.250898506225675	0.434798325361571	96	59	1
SPBC713.05	5	458	60	100	1251	300	0.05	2.48274171749915	0.366107114308553	18.1789881153415	0.0039983839275648	0.0272346236482425	0.136572052401747	0.0500197829338357	0.340705141839513	28	77	1
SPBC713.06	22	379	1113	100	4759	300	0.22	10.9240635569963	0.0796385795335154	3.95444047460465	0.0368109602915773	0.0906688044696203	2.76248021108179	1.75183360027616	4.31492840470923	8	114	0.706210585839355
SPBC713.08	41	2808	33	100	1430	300	0.41	20.358482083493	1.96363636363636	97.5040383599665	0.0105876738132989	0.0200593982851953	0.208796296296296	0.151403735530174	0.286849395478294	93	48	1
SPBC713.09	190	2218	90	100	1199	300	1.9	94.3441852649676	1.84987489574646	91.8552315164822	0.0736525632491651	0.0995953058926484	1.0270964833183	0.883094233357489	1.19414771765285	188	102	1
SPBC713.10	34	624	86	100	971	300	0.34	16.8826436789942	0.642636457260556	31.9100068325328	0.0379580567248011	0.0778281593380043	0.529070512820513	0.368572730797819	0.755711427172022	52	82	1
SPNCRNA.1395	0	159	6	100	2052	300	0	0	0.0774853801169591	3.84752371425307	0.000572437365969431	0.0302934386987349	0	0.0117464147496927	0.621621362098041	7	93	1
SPNCRNA.332	3	32	530	100	989	300	0.03	1.48964503049949	0.032355915065723	1.60662760283059	0.0229150017431142	0.319025295705829	0.9271875	0.2266293672394	3.15516017453065	3	100	1
SPBC713.12	216	2991	72	100	2002	300	2.16	107.254442195963	1.49400599400599	74.1846201502493	0.0627436375284962	0.0830948628780746	1.44577733199599	1.25612762332049	1.66355915481905	189	127	1
SPNCRNA.1396	1	2	2	100	449	300	0.01	0.49654834349983	0.0044543429844098	0.221179663028877	0.0179700152612445	6.97865092307548	2.245	0.080685368522988	31.3341426446089	0	101	1
SPBC216.02	7	1285	5	100	3110	300	0.07	3.47583840449881	0.413183279742765	20.5165473118097	0.00238179467571878	0.0117955215365178	0.169416342412451	0.0740738144148541	0.366840719785704	31	76	1
SPBC216.03	10	500	12	100	1132	300	0.1	4.9654834349983	0.441696113074205	21.932347327731	0.010095354872922	0.0383813427070035	0.2264	0.114279417161478	0.43447679944328	33	77	1
SPBC216.05	4	2778	0	100	10194	300	0.04	1.98619337399932	0.272513243084167	13.531599943521	0.000460903438752315	0.00396332447657741	0.146781857451404	0.0469844965464109	0.404021297142301	22	82	1
SPBC646.02	2	2538	73	100	4046	300	0.02	0.993096686999659	0.627286208601088	31.1477927781159	0.000136415330007398	0.00318063129011942	0.0318833727344366	0.00551936425209934	0.128688341998232	39	63	1
SPBC646.03	30	768	231	100	1823	300	0.3	14.8964503049949	0.42128359846407	20.9187672960981	0.0266296803697593	0.0569557127388257	0.712109375	0.485459073140711	1.03830264322879	38	92	1
SPBC646.04	41	2541	256	100	1962	300	0.41	20.358482083493	1.29510703363914	64.3083252208495	0.0116972965598273	0.0221727284212657	0.316576151121606	0.229500958503812	0.435028931625233	79	62	1
SPBC646.11	414	5720	285	100	1816	300	4.14	205.571014208929	3.14977973568282	156.401791014263	0.0654204375551192	0.0800656209365254	1.31437762237762	1.18803514600097	1.4539916762073	390	124	1
SPNCRNA.334	2	75	16	100	744	300	0.02	0.993096686999659	0.100806451612903	5.00552765624828	0.00453210355524073	0.110188028225898	0.1984	0.033718850450991	0.819798930000681	9	93	1
SPNCRNA.1399	2	79	12	100	841	300	0.02	0.993096686999659	0.093935790725327	4.66436612800078	0.00430672637634489	0.104481113335973	0.212911392405063	0.0362195688250606	0.878686163155529	8	94	1
SPNCRNA.335	20	20	803	100	668	300	0.2	9.93096686999659	0.029940119760479	1.48667168712524	0.51660548992892	1.93571307215026	6.68	3.45092467272519	12.9305633219637	3	117	0.000436247507182372
SPBC646.13	600	8383	831	100	1315	300	6	297.929006099898	6.37490494296578	316.544848939853	0.0658245531435037	0.077819339677414	0.941190504592628	0.865592873837074	1.02332431675799	605	95	1
SPBC646.16	662	4313	379	100	804	300	6.62	328.715003396887	5.36442786069652	266.369776805319	0.14130819981842	0.166711960473505	1.23405518200788	1.1361179265401	1.34036416220698	642	120	1
SPNCRNA.1400	5	42	9	100	364	300	0.05	2.48274171749915	0.115384615384615	5.72940396345957	0.0414862004069887	0.313946647192531	0.433333333333333	0.151009769481439	1.14276579578081	10	95	1
SPBP35G2.02	7	3290	4	100	4715	300	0.07	3.47583840449881	0.697773064687169	34.6478059409213	0.000931523120779065	0.00460046573847932	0.10031914893617	0.0439213151447329	0.2169119595693	43	64	1
SPBP35G2.07	196	10142	410	100	2163	300	1.96	97.3234753259666	4.68885806749884	232.824470632236	0.016733669640438	0.0223109327991998	0.418012226385328	0.361949274322675	0.482585476446691	243	53	1
SPBP35G2.09	8	470	214	100	911	300	0.08	3.97238674799864	0.515916575192097	25.6177520795741	0.00786398075111296	0.0352370926427855	0.155063829787234	0.0716408646426391	0.321009913975776	36	72	1
SPBP35G2.10	106	1359	16	100	4160	300	1.06	52.6341244109819	0.326682692307692	16.2213749715449	0.063677522372805	0.0954565068095709	3.24473877851361	2.64898493070869	3.97099068327815	50	156	3.42156888917826e-12
SPBP35G2.12	10	922	77	100	1454	300	0.1	4.9654834349983	0.634112792297111	31.4867656607182	0.00549152375073795	0.0207472514470145	0.157700650759219	0.0798467553357298	0.301665036039591	42	68	1
SPNCRNA.1402	16	484	744	100	900	300	0.16	7.94477349599727	0.537777777777778	26.7032664726575	0.0193944329567629	0.0554756730418245	0.297520661157025	0.174549896610866	0.499281057376421	40	76	1
SPBP35G2.14	163	14555	262	100	3517	300	1.63	80.9373799904722	4.13847028717657	205.495056572079	0.00956637692917252	0.0131037761215327	0.393865338371694	0.336449476598998	0.460859806194305	211	52	1
SPBC146.01	147	7691	225	100	4206	300	1.47	72.992606494475	1.82857822158821	90.7977486889489	0.0161775657801032	0.0225691483867264	0.803903263554804	0.68042841671114	0.949258381145712	159	88	1
SPBC146.02	64	395	22	100	1178	300	0.64	31.7790939839891	0.335314091680815	16.6499656776259	0.123278363315038	0.212573261070952	1.9086582278481	1.45221911985115	2.50411301541582	41	123	0.931471684373582
SPBC146.04	40	324	149	100	570	300	0.4	19.8619337399932	0.568421052631579	28.224853209464	0.0876161652172361	0.173315090609145	0.703703703703704	0.499412141738246	0.987896016472124	50	90	1
SPNCRNA.1404	10	430	70	100	849	300	0.1	4.9654834349983	0.506478209658422	25.1490916024649	0.0117260262216644	0.0446804960410508	0.197441860465116	0.0995539626219308	0.379337411388522	36	74	1
SPBC146.07	55	5134	91	100	1683	300	0.55	27.3101588924906	3.05050505050505	151.472322966615	0.00813444726028512	0.0140741100842195	0.180298013245033	0.136902747390599	0.236867272717414	116	39	1
SPBC146.10	82	2214	32	100	1944	300	0.82	40.716964166986	1.13888888888889	56.5513391208139	0.0295168231392365	0.046411759742475	0.72	0.573807041826757	0.902244609393715	96	86	1
SPBC146.12	13	2464	88	100	2098	300	0.13	6.45512846549778	1.17445185891325	58.317212506367	0.00292966765935011	0.00929820242879659	0.110689935064935	0.0614644274931653	0.195076286956152	61	52	1
SPNCRNA.42	49	63	6	100	283	261	0.49	24.3308688314916	0.222614840989399	11.0539030531764	0.526712929866037	1.14751339328003	2.20111111111111	1.49059759152089	3.24746290298248	27	122	1
SPBC337.03	36	932	97	100	1143	300	0.36	17.8757403659939	0.815398075240595	40.4884563553667	0.0272706724760795	0.0544614423580627	0.441502145922747	0.311703786401589	0.622494286152657	61	75	1
SPBC337.04	48	374	30	100	1185	300	0.48	23.8343204879918	0.315611814345992	15.6716523602478	0.0938924293614654	0.174940532641239	1.52085561497326	1.11262528793337	2.07304531179868	35	113	1
SPBC337.09	98	1229	216	100	725	300	0.98	48.6617376629833	1.6951724137931	84.1735054015573	0.0645470870273673	0.098410898761351	0.578112286411717	0.467966380948413	0.713479016019795	124	74	1
SPNCRNA.1407	72	41	2	100	681	300	0.72	35.7514807319877	0.0602055800293686	2.98949810330294	1.1779981910352	2.62334386835772	11.9590243902439	8.02216768094974	17.8649717435161	9	163	4.5758229116799e-26
SPBC337.11	6	84	231	100	1209	300	0.06	2.97929006099898	0.0694789081885856	3.44996367692189	0.0281618351084639	0.169531331092438	0.863571428571429	0.340476586461329	2.04963379290757	6	100	1
SPBC337.12	17	2623	25	100	1810	300	0.17	8.4413218394971	1.44917127071823	71.9583593922681	0.00389397653643189	0.0106326603285344	0.117308425467022	0.0704809753094172	0.192451151946473	69	48	1
SPBC337.14	163	2030	68	100	794	300	1.63	80.9373799904722	2.55667506297229	126.951276738621	0.0682228290602599	0.0944614197892462	0.637546798029557	0.541689262738464	0.750023673126615	189	74	1
SPBC337.16	51	1800	446	100	564	300	0.51	25.3239655184913	3.19148936170213	158.472875585052	0.0212247070721827	0.037719978095475	0.1598	0.11970734788711	0.212740676458479	114	37	1
SPBC1734.03	12	1221	9	100	2297	300	0.12	5.95858012199796	0.531562908141054	26.3946681503392	0.0053092715923245	0.0177554761206854	0.225749385749386	0.121953968475694	0.407843286492144	38	74	1
SPBC1734.04	455	10338	42	100	2545	300	4.55	225.929496292422	4.06208251473477	201.702034385117	0.0400217670428537	0.0483960779339181	1.12011510930547	1.01855397124063	1.23168018341822	445	110	1
SPBC1734.06	439	3213	3	100	1836	300	4.39	217.984722796425	1.75	86.8959601124702	0.123502498189127	0.151143249975284	2.50857142857143	2.26750586675238	2.77499006954621	343	196	2.72475236360175e-14
SPBC1734.08	4	3471	97	100	1494	300	0.04	1.98619337399932	2.32329317269076	115.362737636406	0.000368938365743357	0.00317148582661036	0.0172169403630078	0.00551193918420575	0.0473819982495588	72	32	1
SPBC1734.09	33	1334	1	100	3092	300	0.33	16.3860953354944	0.43143596377749	21.4228813139965	0.0172265825923442	0.0353372703816677	0.764887556221889	0.532645933755284	1.09262840020117	40	93	1
SPNCRNA.337	0	1	7	100	153	300	0	0	0.0065359477124183	0.324541400980281	0.120791776113059	17.3080587281839	0	0.18481141745298	26.4813298541214	0	100	1
SPBC1734.11	16	9075	331	100	2225	300	0.16	7.94477349599727	4.07865168539326	202.524773809481	0.0010429158019529	0.00293370449153132	0.0392286501377411	0.0232048765934521	0.065274924936572	93	23	1
SPBC1734.13	113	3623	431	100	1063	300	1.13	56.1099628154807	3.40827845719661	169.237502210713	0.02574275297963	0.0377580603064534	0.33154568037538	0.273645464173467	0.401368181057599	164	49	1
SPBC1734.15	18	1491	87	100	1914	300	0.18	8.93787018299693	0.778996865203762	38.6809603008488	0.00735523535819838	0.0195551103235093	0.231066398390342	0.140779204755917	0.374284811591968	51	67	1
SPBC1709.01	5	1381	80	100	2975	300	0.05	2.48274171749915	0.464201680672269	23.0498575587652	0.00133064646299028	0.00899779965740538	0.107711803041274	0.0395867322739607	0.26768453980781	33	72	1
SPBC1709.03	403	3471	153	100	1310	300	4.03	200.108982430431	2.64961832061069	131.566358800604	0.104580015491038	0.128885020294751	1.52097378277154	1.3699982029326	1.68839376586124	365	138	0.813750542796179
SPNCRNA.1411	2	28	21	100	400	300	0.02	0.993096686999659	0.07	3.47583840449881	0.0117687294574852	0.307314068338505	0.285714285714286	0.0470749178299409	1.22925627335402	6	96	1
SPNCRNA.338	3	47	1	100	728	300	0.03	1.48964503049949	0.0645604395604396	3.20573793193571	0.0158725968620701	0.212736749288404	0.46468085106383	0.11555250515587	1.54872353481958	6	97	1
SPBC1709.05	785	23528	1785	100	1911	300	7.85	389.790449647366	12.3118785975929	611.344292300575	0.031053628922684	0.0358457567075853	0.637595630737844	0.593434848712492	0.685012410681955	818	67	1
SPBC1709.06	31	385	22	100	1538	300	0.31	15.3929986484947	0.250325097529259	12.4298512514587	0.0548351626173035	0.117574150796	1.23838961038961	0.843364801054129	1.80829043924247	26	105	1
SPBC1709.07	59	1419	34	100	1369	300	0.59	29.2963522664899	1.03652300949598	51.4683783364688	0.0317527894857077	0.0543269417625942	0.569210711768851	0.434695688059338	0.743735832729914	80	79	1
SPBC1709.20	10	187	520	100	277	300	0.1	4.9654834349983	0.675090252707581	33.5214946694831	0.026695127057423	0.103829777226619	0.148128342245989	0.0739455019490617	0.287608482917735	44	66	1
SPBC1709.08	297	4666	2	100	4749	300	2.97	147.474858019449	0.982522636344494	48.7869987527944	0.0565044999443534	0.0716900705157315	3.02283111873125	2.68339870235735	3.40456144879209	196	201	3.93287337641812e-20
SPBC1709.09	3	54	10	100	789	300	0.03	1.48964503049949	0.0684410646387833	3.39842972737526	0.0138817681280433	0.184093203713225	0.438333333333333	0.109527150530262	1.45249537729735	6	97	1
SPBC1709.12	121	902	13	100	3007	300	1.21	60.0823495634794	0.299966744263385	14.8947989969021	0.110435013991396	0.162835861421759	4.03378048780488	3.32078087072128	4.8964743529523	50	171	5.78732637750268e-19
SPBC1709.14	5	297	37	100	1559	300	0.05	2.48274171749915	0.190506735086594	9.45958037328091	0.0061486036146652	0.042128049990499	0.262457912457912	0.0958567303526305	0.65677629935188	16	89	1
SPNCRNA.1413	7	221	6	100	2269	300	0.07	3.47583840449881	0.0973997355663288	4.8363677352782	0.0137042155139271	0.0693617848709039	0.71868778280543	0.310948650011005	1.57381889872081	9	98	1
SPBC1709.17	8	704	44	100	3007	300	0.08	3.97238674799864	0.234120385766545	11.6252089731919	0.00526126423299696	0.0234717325160064	0.341704545454545	0.158206215486219	0.705794996756313	20	88	1
SPBC1709.18	33	1709	135	100	1026	300	0.33	16.3860953354944	1.66569200779727	82.709660725264	0.0134597611907971	0.0275559752274517	0.198115857226448	0.138097149817578	0.282724305833654	83	50	1
SPNCRNA.1414	3	106	104	100	914	300	0.03	1.48964503049949	0.115973741794311	5.75865693774419	0.00718630201436227	0.0920086581483373	0.258679245283019	0.0656828004112712	0.840959135475803	10	93	1
SPBC409.03	16	358	9	100	929	300	0.16	7.94477349599727	0.385360602798708	19.1350168969794	0.026141170942035	0.0752355125299429	0.415195530726257	0.242851478051505	0.69893791140317	32	84	1
SPBC409.05	145	1405	159	100	921	300	1.45	71.9995098074753	1.52551574375679	75.7492315545343	0.0866494691422463	0.122852379547743	0.950498220640569	0.798041610800088	1.13147041563471	147	98	1
SPBC409.06	133	3554	303	100	1131	300	1.33	66.0409296854773	3.14235190097259	156.032963112148	0.0313485960491836	0.0446450359722195	0.42324985931345	0.354552621316266	0.504935356845803	176	57	1
SPBC409.08	491	12924	697	100	2887	300	4.91	243.805236658416	4.47661932802217	222.285791180873	0.0346802514058695	0.0416148273518895	1.09680981120396	1.00121885808745	1.20142006564905	483	108	1
SPNCRNA.1416	232	140	2	100	1089	300	2.32	115.19921569196	0.128558310376492	6.38354160605842	1.33662416583331	2.05514478850437	18.0462857142857	14.5558371659248	22.3805267468126	37	295	8.60890540356726e-93
SPBC409.10	290	1175	69	100	1051	300	2.9	143.999019614951	1.11798287345385	55.5132543874691	0.216578488610036	0.28121041531812	2.59395744680851	2.27623991529148	2.95552146499344	205	185	2.789537734577e-12
