Isk1as_3MBPP1r2_pr_counts	Isk1as_3MBPP1r2gb_counts	Isk1as_3MBPP1r2term_counts	Isk1as_3MBPP1r2pr_map	Isk1as_3MBPP1r2gb_map	Isk1as_3MBPP1r2term_map	Isk1as_3MBPP1r2pr_density	Isk1as_3MBPP1r2pr_densityRPKM	Isk1as_3MBPP1r2gb_density	Isk1as_3MBPP1r2gb_densityRPKM	Isk1as_3MBPP1r2pause_index_CI_low	Isk1as_3MBPP1r2pause_index_CI_high	Isk1as_3MBPP1r2pause_index_scaled	Isk1as_3MBPP1r2pause_index_CI_low_scaled	Isk1as_3MBPP1r2pause_index_CI_high_scaled	Isk1as_3MBPP1r2_ExpPR	Isk1as_3MBPP1r2_ExpGB	Isk1as_3MBPP1r2Fexact_Pval
SPBC1289.11	15	190	48	100	1259	300	0.15	72.7040426840588	0.150913423351867	73.1467731531436	0.0449009004571363	0.136507675880304	0.993947368421053	0.565302336755345	1.71863163933303	15	100	1
SPBC1289.12	15	120	12	100	1691	300	0.15	72.7040426840588	0.0709639266706091	34.3957623579225	0.0702440606679489	0.218858673947438	2.11375	1.18782706589502	3.70090017645117	7	108	1
SPBC1289.14	0	0	0	100	1327	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC1289.17	0	0	0	0	250	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1289.15	0	79	13	100	2326	300	0	0	0.0339638865004299	16.4620790256252	0.001153758073997	0.0613247743907236	0	0.0268364128011702	1.42641425232823	3	97	1
SPNCRNA.1690	2	129	5	100	2240	300	0.02	9.6938723578745	0.0575892857142857	27.9131592447726	0.00265583200912797	0.0634183191260096	0.347286821705426	0.0594906370044666	1.42057034842262	5	97	1
SPNCRNA.1691	1	6	2	100	1140	300	0.01	4.84693617893725	0.00526315789473684	2.55101904154592	0.00755953402951306	1.38050834161111	1.9	0.0861786879364489	15.7377950943666	0	101	1
SPBC8E4.05c	1	7	3	100	1298	300	0.01	4.84693617893725	0.00539291217257319	2.61391011190761	0.00660323359662749	1.14229470290644	1.85428571428571	0.0857099720842248	14.8269852437255	0	101	1
SPNCRNA.1692	7	51	3	100	668	300	0.07	33.9285532525608	0.0763473053892216	37.0050516655389	0.0570098273811183	0.31419493226721	0.916862745098039	0.38082564690587	2.09882214754496	7	100	1
SPNCRNA.1693	0	57	63	100	981	287	0	0	0.0581039755351682	28.1626261161492	0.00160081492032805	0.0853739079446319	0	0.0157039943684182	0.837518036936839	5	95	1
SPNCRNA.444	7	58	48	100	551	287	0.07	33.9285532525608	0.105263157894737	51.0203808309184	0.0504439697410016	0.274387148883471	0.665	0.277946273272919	1.51187319034792	10	97	1
SPNCRNA.117	0	0	1	100	28	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC8E4.02c	74	1670	565	100	1450	300	0.74	358.673277241357	1.15172413793103	558.233339229325	0.0348516389844479	0.0562521212058933	0.64251497005988	0.505348765274495	0.815655757485453	93	81	1
SPBC8E4.01c	105	3479	679	100	1757	300	1.05	508.928298788411	1.9800796812749	959.731984434986	0.0247299831538758	0.0368000597659579	0.530281690140845	0.434505804013598	0.64657705008788	136	69	1
SPBP4G3.02	180	3793	530	100	2480	300	1.8	872.448512208705	1.52943548387097	741.307618012459	0.0407442251740981	0.0552508019334611	1.17690482467704	1.01045678431763	1.37021988794984	169	111	1
SPNCRNA.446	0	0	2	100	421	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBP4G3.03	5	19	12	100	920	300	0.05	24.2346808946863	0.0206521739130435	10.0099768912835	0.0862005679327238	0.745398693468459	2.42105263157895	0.793045224981059	6.85766797990983	2	103	1
SPBPB2B2.01	2	25	4	100	1945	300	0.02	9.6938723578745	0.012853470437018	6.22999508860829	0.0131043842240231	0.346856126123875	1.556	0.25488027315725	6.74635165310936	1	101	1
SPBPB2B2.02	1	30	2	100	1444	300	0.01	4.84693617893725	0.0207756232686981	10.0698120061023	0.00168902937199498	0.227153129587376	0.481333333333333	0.0243895841316075	3.28009119124171	2	99	1
SPBPB2B2.05	4	9	4	100	671	300	0.04	19.387744715749	0.0134128166915052	6.50110664835101	0.115554998947778	1.57169221691214	2.98222222222222	0.775374042939587	10.5460547754804	1	103	1
SPBPB2B2.08	0	0	1	100	521	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBPB2B2.11	0	13	0	100	3430	300	0	0	0.00379008746355685	1.83703120484502	0.00711390234765344	0.395564521747562	0	0.244006850524513	13.5678630959414	0	100	1
SPBPB2B2.13	1	6	0	100	1774	300	0.01	4.84693617893725	0.00338218714768884	1.63932452500696	0.00755953402951306	1.38050834161111	2.95666666666667	0.134106133683562	24.490217980181	0	101	1
SPBPB2B2.15	0	0	0	0	35	31	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPNCRNA.448	0	0	0	0	36	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBCPT2R1.10	0	0	0	0	35	35	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBCPT2R1.08c	0	3	3	0	459	300	NA	NA	0.0065359477124183	3.16793214309624	0.0327971598819604	2.22593021867193	NA	NA	NA	0	0	1
SPNCRNA.1300	0	0	0	0	35	0	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.08c	0	0	0	0	35	41	NA	NA	0	0	NA	NA	NA	NA	NA	0	0	1
SPBC1348.14c	0	2	0	100	1563	300	0	0	0.00127959053103007	0.620209363907518	0.0514242900386907	4.05388820080272	0	0.803761653304736	63.3622725785466	0	100	1
SPBPB8B6.02c	0	0	0	100	1895	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBPB8B6.04c	3	13	3	100	3620	300	0.03	14.5408085368118	0.00359116022099448	1.74061243994984	0.0523338859955796	0.862462925029247	8.35384615384615	1.89448667303998	31.2211578860587	0	103	1
SPBPB8B6.05c	0	40	13	0	305	300	NA	NA	0.131147540983607	63.5663761172099	0.00228497423961751	0.122491520736586	NA	NA	NA	0	0	1
SPBPB8B6.06c	43	22	0	100	149	0	0.43	208.418255694302	0.147651006711409	71.5655006286037	1.1392764151998	3.37308942119151	2.91227272727273	1.69752185864771	5.02590323757535	18	125	0.993455307443748
SPBPB21E7.01c	0	3	2	100	1354	300	0	0	0.00221565731166913	1.07391495840559	0.0327971598819604	2.22593021867193	0	0.444073544801744	30.139095160818	0	100	1
SPBPB21E7.02c	0	0	0	100	452	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBPB21E7.11	0	1	0	100	1288	300	0	0	0.00077639751552795	0.376314920724942	0.120791776113059	17.3080587281839	0	1.5557980763362	222.927796419009	0	100	1
SPBPB21E7.04c	4	8	1	100	860	300	0.04	19.387744715749	0.00930232558139535	4.50877784087186	0.127050858421533	1.82191715979488	4.3	1.09263738242518	15.6684875742359	0	104	1
SPNCRNA.1305	4	94	13	100	1524	300	0.04	19.387744715749	0.0616797900262467	29.8958005787468	0.0133309501288773	0.120019487456165	0.648510638297872	0.20316367996409	1.82909698883195	6	98	1
SPBPB10D8.02c	0	17	1	100	2202	300	0	0	0.00772025431425976	3.7419579946382	0.00541762860743838	0.297388981119444	0	0.119296181935793	6.54850536425015	0	100	1
SPBPB10D8.04c	0	72	117	0	259	300	NA	NA	0.277992277992278	134.741082966595	0.00126627693287426	0.0673624665384445	NA	NA	NA	0	0	1
SPNCRNA.1308	1	35	14	100	1173	300	0.01	4.84693617893725	0.0298380221653879	14.462298914135	0.00145382362789627	0.193368363637487	0.335142857142857	0.0170533511552233	2.26821090546772	2	99	1
SPNCRNA.1309	0	40	16	100	1047	300	0	0	0.0382043935052531	18.5174257074967	0.00228497423961751	0.122491520736586	0	0.0239236802887954	1.28248622211205	3	97	1
SPNCRNA.1310	0	1	2	100	159	300	0	0	0.00628930817610063	3.0483875339228	0.120791776113059	17.3080587281839	0	0.192058924019764	27.5198133778125	0	100	1
SPBC359.03c	107	1829	68	100	1957	300	1.07	518.622171146286	0.934593765968319	452.991633688106	0.0478964230506102	0.0713932074028158	1.14488244942592	0.937332999100441	1.3971650688731	100	107	1
SPBC359.04c	1	25	2	100	3194	300	0.01	4.84693617893725	0.00782717595491547	3.79378223147875	0.00201502960057811	0.275223236161762	1.2776	0.064360045442465	8.79063016300668	0	101	1
SPNCRNA.1312	0	21	3	100	2421	300	0	0	0.00867410161090459	4.20428169176713	0.00437456871201282	0.238242196120647	0	0.10590830851783	5.76784356808087	0	100	1
SPNCRNA.1313	0	4	5	100	988	300	0	0	0.00404858299595142	1.96232233965071	0.0240893601812892	1.52670069174082	0	0.238002878591138	15.0838028343993	0	100	1
SPBC1683.03c	2	231	20	100	1795	300	0.02	9.6938723578745	0.128690807799443	62.375613221978	0.00149037479532731	0.0351962210430728	0.155411255411255	0.0267522275761252	0.631772167723157	11	91	1
SPNCRNA.1315	1	4	2	100	695	300	0.01	4.84693617893725	0.00575539568345324	2.78960355622288	0.0106420142837121	2.34682041637603	1.7375	0.0739619992717992	16.3104018938134	0	101	1
SPNCRNA.1316	4	194	1	100	2906	300	0.04	19.387744715749	0.0667584308327598	32.3573853652384	0.00653352914569901	0.0574043531911219	0.599175257731959	0.189864356974013	1.668170503734	6	98	1
SPBC1683.06c	4	134	7	100	1609	300	0.04	19.387744715749	0.0832815413300187	40.3660315710125	0.00941344856261679	0.0835635701451322	0.480298507462687	0.151462387372504	1.34453784363518	7	97	1
SPNCRNA.1317	13	10	9	100	294	300	0.13	63.0101703261843	0.0340136054421769	16.4861774793784	0.535428001833244	3.18757201070523	3.822	1.57415832538974	9.37146171147336	3	110	1
SPNCRNA.1318	0	115	7	100	1921	300	0	0	0.0598646538261322	29.0160156469435	0.000791881329869223	0.0419757012824448	0	0.0152120403467878	0.806353221635765	5	95	1
SPNCRNA.1319	3	13	8	100	588	300	0.03	14.5408085368118	0.022108843537415	10.716015361596	0.0523338859955796	0.862462925029247	1.35692307692308	0.307723249654008	5.07128199917197	2	101	1
SPBC1683.09c	2	29	13	100	1835	300	0.02	9.6938723578745	0.0158038147138965	7.66000813020056	0.0113820309314607	0.296059868747899	1.26551724137931	0.208860267592305	5.43269859152395	1	101	1
SPBC1683.10c	43	401	71	100	1571	300	0.43	208.418255694302	0.255251432208784	123.718740149831	0.0772616178731043	0.148328795433574	1.68461346633416	1.21378001678647	2.33024537626145	29	114	1
SPBC1683.11c	5	60	6	100	2124	300	0.05	24.2346808946863	0.0282485875706215	13.6919101099922	0.0295113892981756	0.215811341251194	1.77	0.62682190869325	4.58383288817536	2	103	1
SPBC1683.13c	1	46	12	100	1992	300	0.01	4.84693617893725	0.0230923694779116	11.1927241079876	0.00111288064876816	0.145684955633947	0.43304347826087	0.0221685825234617	2.90204431622822	2	99	1
SPNCRNA.1320	14	50	4	100	1666	300	0.14	67.8571065051215	0.0300120048019208	14.5466271876868	0.147913862135822	0.521728935002075	4.6648	2.4642449431828	8.69200405713457	3	111	0.134567123174621
SPBC1198.03c	38	99	3	100	954	300	0.38	184.183574799616	0.10377358490566	50.2983943097262	0.259446313988106	0.566096550241235	3.66181818181818	2.47511783544653	5.40056108930138	12	126	0.000132235991904754
SPBC1198.04c	5	122	32	100	3002	300	0.05	24.2346808946863	0.0406395736175883	19.6977419663672	0.0147996187360691	0.103851680945473	1.23032786885246	0.444284554456795	3.1176274619831	4	101	1
SPNCRNA.1322	6	5	9	100	611	300	0.06	29.0816170736235	0.00818330605564648	3.96639621844292	0.325595132616408	4.51332755016755	7.332	1.98938626028625	27.5764313315237	0	106	1
SPBC1198.06c	31	534	60	100	1868	300	0.31	150.255021547055	0.285867237687366	138.558025671975	0.0396966138219809	0.0844157529988193	1.08441947565543	0.741532746194603	1.57688626601794	29	102	1
SPBC1198.07c	15	193	102	100	1973	300	0.15	72.7040426840588	0.0978205778003041	47.413009758484	0.044217271545019	0.134340590642799	1.53341968911917	0.872406767583225	2.65053985338242	10	105	1
SPBC1198.10c	4	73	1	100	2795	300	0.04	19.387744715749	0.0261180679785331	12.6592608609095	0.0170579282876009	0.155662992795075	1.53150684931507	0.476769095638446	4.35078064862234	2	102	1
SPBC1198.11c	11	99	19	100	1725	300	0.11	53.3162979683098	0.0573913043478261	27.8171989399877	0.0564445121378226	0.213086794685312	1.91666666666667	0.97366783437744	3.67574720832163	6	105	1
SPBC1198.13c	69	307	12	100	2909	300	0.69	334.43859634667	0.105534547954624	51.1519218609053	0.17157035144911	0.293985423160451	6.53814332247557	4.99098152365461	8.55203595973751	16	153	3.89110989966491e-21
SPBC1198.14c	1	19	5	100	1614	300	0.01	4.84693617893725	0.0117719950433705	5.70581086739825	0.00262241420563744	0.368819983318377	0.849473684210526	0.0423257652789882	5.9527545307586	1	100	1
SPNCRNA.1325	0	6	3	100	950	300	0	0	0.00631578947368421	3.06122284985511	0.0157393406208896	0.93492067967121	0	0.149523735898451	8.8817464568765	0	100	1
SPNCRNA.1326	1	3	0	100	264	300	0.01	4.84693617893725	0.0113636363636364	5.5078820215196	0.0133674946082822	3.55733427163736	0.88	0.035290185765865	9.39136247712262	1	100	1
SPNCRNA.1327	1	38	12	100	1127	300	0.01	4.84693617893725	0.033717834960071	16.3428194143403	0.0013417190345932	0.177523570277566	0.296578947368421	0.0151211735198653	2.00069063702817	3	98	1
SPNCRNA.1328	3	3	1	100	1018	300	0.03	14.5408085368118	0.00294695481335953	1.42837019025656	0.162070833932487	6.17014163335868	10.18	1.64988108943272	62.8120418275914	0	103	1
SPBC660.12c	10	276	3	100	2966	300	0.1	48.4693617893725	0.0930546190155091	45.1029799523493	0.0181901351050405	0.0699276789865708	1.07463768115942	0.5395194072155	2.07405495874169	9	101	1
SPBC660.13c	10	183	23	100	1916	300	0.1	48.4693617893725	0.0955114822546973	46.2938058844215	0.0272681563829144	0.106142284654228	1.04699453551913	0.522457876296639	2.03368617397501	9	101	1
SPBC660.17c	8	94	24	100	869	300	0.08	38.775489431498	0.108170310701956	52.4294592428195	0.0383465849945447	0.180970975272384	0.739574468085106	0.333231823602593	1.57263777511702	10	98	1
SPBC31E1.01c	34	340	18	100	4917	300	0.34	164.795830083867	0.0691478543827537	33.5155237103654	0.0691186573071865	0.143984523066537	4.917	3.39856437979436	7.07971899918161	8	126	7.44504907939187e-08
SPBC31E1.02c	37	821	50	100	3604	300	0.37	179.336638620678	0.22780244173141	110.414389647821	0.031941028916829	0.0633092767782328	1.6242143727162	1.15115468216252	2.28166633508751	25	112	1
SPBC31E1.03	15	66	16	100	816	300	0.15	72.7040426840588	0.0808823529411765	39.203160270816	0.124463588581891	0.408837952480001	1.85454545454545	1.01562288282823	3.33611769223681	8	107	1
SPNCRNA.1331	0	7	11	100	2086	300	0	0	0.00335570469798658	1.62648865065008	0.0134151780994594	0.782741335671289	0	0.279840615154724	16.3279842621031	0	100	1
SPBC800.04c	47	174	206	100	281	300	0.47	227.806000410051	0.619217081850534	300.13056766373	0.193101703252025	0.376871056026228	0.759022988505747	0.542615786138191	1.0590076674337	56	91	1
SPBC800.05c	171	216	29	100	1607	300	1.71	828.82608659827	0.134411947728687	65.1486132327596	0.644549370609821	0.972241897870389	12.7220833333333	10.3579083856998	15.6239272987771	32	239	1.00634148693017e-67
SPNCRNA.1332	5	34	197	100	1376	300	0.05	24.2346808946863	0.0247093023255814	11.9764411398159	0.0506159886425307	0.393324464431894	2.02352941176471	0.696476003721222	5.41214463058286	2	103	1
SPBC800.07c	0	83	10	100	2791	300	0	0	0.0297384450017915	14.4140344984519	0.00109800574614357	0.0583369154812046	0	0.0306453403748671	1.62818331108042	2	98	1
SPBC800.14c	24	42	41	100	416	300	0.24	116.326468294494	0.100961538461538	48.9354133450395	0.335826715885435	0.96781998517591	2.37714285714286	1.39703913808341	4.02613113833179	11	113	1
SPBC800.10c	44	354	46	100	3845	300	0.44	213.265191873239	0.0920676202860858	44.6245879673287	0.0896775342513641	0.17172049923334	4.77909604519774	3.44810119196495	6.60265319552194	12	132	6.98840706676723e-10
SPNCRNA.1334	1	2	4	100	505	300	0.01	4.84693617893725	0.00396039603960396	1.91957868472762	0.0179700152612445	6.97865092307548	2.525	0.0907485770692849	35.2421871615312	0	101	1
SPBC800.12c	1	79	24	100	1144	300	0.01	4.84693617893725	0.069055944055944	33.4709753615422	0.000653273939375048	0.083726477547001	0.144810126582278	0.00747345386645055	0.957830903137691	6	95	1
SPBC1773.02c	44	189	55	100	1019	300	0.44	213.265191873239	0.185475956820412	89.8990125435859	0.165353207236209	0.326806125810668	2.37227513227513	1.68494918173697	3.33015442201071	22	122	0.139200441817491
SPBC1773.03c	6	177	24	100	2103	257	0.06	29.0816170736235	0.0841654778887304	40.794469979643	0.0135793089388488	0.0790676180059064	0.712881355932203	0.285572866983991	1.66279200666421	8	98	1
SPNCRNA.300	6	18	28	100	422	300	0.06	29.0816170736235	0.042654028436019	20.6741353603959	0.118575044140478	0.88865760334922	1.40666666666667	0.500386686272819	3.75013508613371	4	102	1
SPBC1773.05c	5	25	0	100	1320	300	0.05	24.2346808946863	0.0189393939393939	9.17980336919934	0.0672763464351095	0.549212697171498	2.64	0.888047772943445	7.24960760266378	1	104	1
SPBC1773.06c	3	32	10	100	1478	300	0.03	14.5408085368118	0.0216508795669824	10.494043147902	0.0229150017431142	0.319025295705829	1.385625	0.338683725763228	4.71519387053215	2	101	1
SPBC1773.07c	72	253	80	100	923	300	0.72	348.979404883482	0.274106175514626	132.857513897197	0.217105985228944	0.372539906157631	2.62671936758893	2.00388824366315	3.43854333383493	37	135	0.000162029945731445
SPBC1773.08c	4	38	7	100	1167	300	0.04	19.387744715749	0.0325621251071123	15.7826542244743	0.0319431751180627	0.307974443683006	1.22842105263158	0.372776853627791	3.59406175778068	3	101	1
SPBC1773.09c	16	74	3	100	1849	300	0.16	77.550978862996	0.0400216333153056	19.3982302456115	0.121174069774187	0.380548055967994	3.99783783783784	2.24050855012472	7.0363335548482	4	112	0.173647693726789
SPBC1773.10c	104	248	39	100	1769	300	1.04	504.081362609474	0.140192198982476	67.9502641252933	0.331322719865431	0.530429939163489	7.41838709677419	5.86109891441947	9.38330562380212	25	179	9.14939566501976e-32
SPBC1773.11c	31	243	127	100	2585	300	0.31	150.255021547055	0.0940038684719536	45.5630751056771	0.0861499139750669	0.187887977672649	3.2977366255144	2.22697527625548	4.85690422283798	11	120	0.00279434959901484
SPNCRNA.1338	1	15	1	100	2507	300	0.01	4.84693617893725	0.00598324690865576	2.90004159090781	0.00328192270549487	0.476785931797302	1.67133333333333	0.0822778022267564	11.9530233101584	0	101	1
SPBC1773.16c	11	198	5	100	3137	300	0.11	53.3162979683098	0.0631176283073	30.5927116171366	0.0287099904171457	0.104636058322512	1.74277777777778	0.90063239938586	3.28243314957722	6	105	1
SPBC1773.17c	5	116	27	100	1157	300	0.05	24.2346808946863	0.100259291270527	48.5950386133726	0.0155497545291082	0.109343110304399	0.498706896551724	0.179910659901782	1.26509978622189	9	96	1
SPBP26C9.02c	0	77	24	100	1421	300	0	0	0.0541871921182266	26.2641861912856	0.0011838127111161	0.0629364895177057	0	0.0168219786249598	0.894327516046597	5	95	1
SPBP26C9.03c	1	350	26	100	3286	300	0.01	4.84693617893725	0.106512477175898	51.6259179132087	0.000148758429198699	0.0186336305529594	0.0938857142857143	0.00488820198346924	0.612301099970245	9	92	1
SPBC1271.14	7	126	7	100	1970	300	0.07	33.9285532525608	0.0639593908629442	31.0007085556393	0.0238110946630599	0.122901589856022	1.09444444444444	0.469078564862279	2.42116132016362	6	101	1
SPNCRNA.103	69	49	60	100	385	300	0.69	334.43859634667	0.127272727272727	61.6882786410196	0.961979814613498	2.06359837061272	5.42142857142857	3.70362228626197	7.94485372685899	19	150	3.05559129036068e-11
SPBC1271.13	25	57	12	100	829	300	0.25	121.173404473431	0.0687575392038601	33.3263404341886	0.266687029133233	0.717390340563901	3.6359649122807	2.21083547151451	5.94716592327474	8	117	0.025907646608732
SPBC1271.12	16	436	67	100	2161	300	0.16	77.550978862996	0.201758445164276	97.7910307272856	0.0215091875987774	0.0616434467906943	0.79302752293578	0.464813544009579	1.3321148851469	19	97	1
SPBC1271.11	0	68	7	100	1563	300	0	0	0.0435060780550224	21.0871183728556	0.00134100853295958	0.071378156983176	0	0.0209599633701583	1.11564059364704	4	96	1
SPBC1271.09	94	224	22	100	1340	300	0.94	455.612000820102	0.167164179104478	81.0234107523839	0.327400140299997	0.537464858938053	5.62321428571429	4.38716188001996	7.20202910976991	27	167	1.46843015535689e-21
SPNCRNA.1344	2	54	18	100	1068	248	0.02	9.6938723578745	0.050561797752809	24.5069806800198	0.00624894524129813	0.15448115453729	0.395555555555556	0.066738735177064	1.64985873045826	4	98	1
SPNCRNA.1345	0	2	6	100	663	300	0	0	0.00301659125188537	1.46212252758288	0.0514242900386907	4.05388820080272	0	0.34094304295652	26.8772787713221	0	100	1
SPNCRNA.1346	0	0	0	100	275	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.304	0	14	1	100	2384	300	0	0	0.00587248322147651	2.84635513863765	0.0065974714867639	0.365411596620526	0	0.157283720244451	8.71141246343335	0	100	1
SPBC1271.02	75	602	34	100	2271	300	0.75	363.520213420294	0.265081461911052	128.483292810226	0.0972552257265299	0.159365242004068	2.82931893687708	2.2086661762495	3.61918464591238	36	139	1.64519458806134e-06
