Cdk9as_spt5_T1A_1min_3MBPP1_r1_pr_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_counts	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1term_map	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1pr_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_density	Cdk9as_spt5_T1A_1min_3MBPP1_r1gb_densityRPKM	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_low_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1pause_index_CI_high_scaled	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpPR	Cdk9as_spt5_T1A_1min_3MBPP1_r1_ExpGB	Cdk9as_spt5_T1A_1min_3MBPP1_r1Fexact_Pval
SPBC317.01	4	51	3	100	6051	300	0.04	38.1328988725055	0.00842835894893406	8.03494398652198	0.0241237669762059	0.225917332967356	4.74588235294118	1.45972913973022	13.6702578178547	0	104	1
SPBP8B7.32	0	82	38	100	4046	300	0	0	0.0202669303015324	19.3209200911113	0.0011114325088227	0.059056249168781	0	0.0449685593069666	2.38941584136888	1	99	1
SPBP8B7.02	0	17	0	100	834	300	0	0	0.0203836930455636	19.4322326388667	0.00541762860743838	0.297388981119444	0	0.0451830225860361	2.48022410253616	1	99	1
SPBP8B7.04	3	134	13	100	2358	300	0.03	28.5996741543791	0.0568278201865988	54.1752380080125	0.00570474276515646	0.0724807125145251	0.527910447761194	0.134517834402389	1.7090952010925	5	98	1
SPBP8B7.06	18	167	105	100	289	300	0.18	171.598044926275	0.577854671280277	550.881843573393	0.0641630712786646	0.178816552977612	0.311497005988024	0.185431275995341	0.516779838105298	43	75	1
SPNCRNA.1628	1	8	0	100	2160	300	0.01	9.53322471812638	0.0037037037037037	3.53082396967644	0.00586171689225921	0.973546520057376	2.7	0.126613084872799	21.0286048332393	0	101	1
SPNCRNA.575	0	0	1	100	1091	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBP8B7.11	12	130	17	100	1846	300	0.12	114.398696617517	0.0704225352112676	67.1353853389182	0.0486482295574362	0.171133997429102	1.704	0.898046317630273	3.15913359254123	7	105	1
SPBP8B7.13	0	96	4	100	1167	300	0	0	0.0822622107969152	78.4224141336874	0.000948971945877649	0.0503622168201372	0	0.0110745026083922	0.587727070291002	7	93	1
SPNCRNA.1629	0	32	4	100	2117	300	0	0	0.0151157298063297	14.4101649022222	0.00286022979559656	0.15399674612007	0	0.0605510647727792	3.26011111536187	1	99	1
SPNCRNA.427	1	8	20	100	347	300	0.01	9.53322471812638	0.0230547550432277	21.9786160648447	0.00586171689225921	0.973546520057376	0.43375	0.0203401576161395	3.37820642459909	2	99	1
SPBP8B7.19	7	225	21	100	3143	300	0.07	66.7325730268846	0.0715876551065861	68.2461203174812	0.0134635990773787	0.0681122861476463	0.977822222222222	0.423160919002013	2.14076915362052	7	100	1
SPBP8B7.21	0	247	19	100	2623	300	0	0	0.0941669843690431	89.7715023018382	0.00036830831160493	0.0194609996045145	0	0.00966072701339731	0.510462019626417	8	92	1
SPBP8B7.22	3	159	4	100	1378	300	0.03	28.5996741543791	0.115384615384615	109.998746747612	0.00481789154885185	0.0609330816853538	0.26	0.0663905455431785	0.839657865624175	10	93	1
SPBP8B7.23	16	152	17	100	2321	300	0.16	152.531595490022	0.0654890133563119	62.4321480894101	0.0606233775040136	0.180065973442389	2.44315789473684	1.40706859186816	4.17933124359786	7	109	1
SPBP8B7.25	48	260	19	100	727	300	0.48	457.594786470066	0.357634112792297	340.940636411672	0.134005031205405	0.253656807618713	1.34215384615385	0.974216576863297	1.84408499138805	38	110	1
SPBP8B7.26	4	72	1	100	894	300	0.04	38.1328988725055	0.0805369127516778	76.7776487365883	0.0172880886781319	0.157895551248684	0.496666666666667	0.154555512782499	1.41158622816324	7	97	1
SPBP8B7.27	1	37	7	100	3365	300	0.01	9.53322471812638	0.0109955423476969	10.4822976098269	0.0013771155727744	0.182508731776351	0.909459459459459	0.0463399390238585	6.14141882427422	1	100	1
SPBP8B7.29	4	59	3	100	2251	300	0.04	38.1328988725055	0.0262105730786317	24.987128314947	0.0209656828835433	0.194074178992957	1.52610169491525	0.47193752170856	4.36860976913145	2	102	1
SPBP8B7.31	2	23	2	100	956	300	0.02	19.0664494362528	0.0240585774058577	22.935582480848	0.0141770511003493	0.379382372512883	0.831304347826087	0.13553260851934	3.62689548122316	2	100	1
SPNCRNA.1631	0	0	2	100	260	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.428	0	1	3	100	486	300	0	0	0.00205761316872428	1.96156887204246	0.120791776113059	17.3080587281839	0	0.587048031909466	84.1171654189739	0	100	1
SPNCRNA.1632	0	1	0	100	1889	300	0	0	0.000529380624669137	0.5046704456393	0.120791776113059	17.3080587281839	0	2.28175665077568	326.949229375394	0	100	1
SPBC19F5.03	11	134	19	100	2070	300	0.11	104.86547189939	0.0647342995169082	61.7126624265186	0.0420740177410166	0.155958351204507	1.69925373134328	0.870932167239044	3.22833786993329	6	105	1
SPBC19F5.04	32	195	19	100	1988	300	0.32	305.063190980044	0.0980885311871227	93.5100010077789	0.110837989638015	0.241743175669118	3.26235897435897	2.20345923400373	4.80585433230206	11	121	0.00304413737369898
SPBC25D12.04	13	206	7	100	1247	300	0.13	123.931921335643	0.165196471531676	157.485508575303	0.0344590449134457	0.113176177280944	0.786941747572816	0.429704290070668	1.41130693069337	16	97	1
SPBC25D12.05	1	77	2	100	1797	300	0.01	9.53322471812638	0.0428491930996105	40.8490986808977	0.000670044888437859	0.0859418686347986	0.233376623376623	0.0120407066452283	1.54437537936733	4	97	1
SPBC25D12.06	4	79	0	100	2822	300	0.04	38.1328988725055	0.0279943302622254	26.687624122324	0.0157961490346984	0.143489036936464	1.42886075949367	0.445767325759188	4.049260622347	2	102	1
SPBC13G1.02	9	76	19	100	1468	300	0.09	85.7990224631374	0.0517711171662125	49.3545693853954	0.055476023144778	0.244068331010728	1.73842105263158	0.814388019765341	3.58292309923749	5	104	1
SPNCRNA.1633	11	60	5	100	2161	300	0.11	104.86547189939	0.02776492364646	26.4689256403324	0.0911430199685144	0.359758830373942	3.96183333333333	1.9696006615196	7.77438832438089	2	109	1
SPBC13G1.05	1	59	10	100	2378	300	0.01	9.53322471812638	0.0248107653490328	23.6526601501033	0.000871375735237544	0.112803364965006	0.403050847457627	0.0207213149839488	2.68246401886784	2	99	1
SPBC13G1.07	0	56	3	100	1185	300	0	0	0.0472573839662447	45.0515260940993	0.00162951508688572	0.0869233329225396	0	0.0193097537795958	1.03004149513209	4	96	1
SPBC13G1.09	13	212	15	100	1514	300	0.13	123.931921335643	0.14002642007926	133.490332909035	0.0335009061925856	0.109914444644179	0.928396226415094	0.507203719755747	1.66410469191286	13	100	1
SPBC13G1.11	9	111	3	100	1017	300	0.09	85.7990224631374	0.109144542772861	104.049945301084	0.0384667140598839	0.164866643232827	0.824594594594595	0.391206481989019	1.67669376167786	10	99	1
SPBC13G1.12	1	39	14	100	1151	300	0.01	9.53322471812638	0.0338835794960904	32.3019777590729	0.00130809652203615	0.172803354535776	0.295128205128205	0.0150561909686361	1.98896661070679	3	98	1
SPBC13G1.13	11	32	20	100	1615	300	0.11	104.86547189939	0.0198142414860681	18.889361670591	0.163280731018184	0.70851597485706	5.5515625	2.63698380594367	11.4425329939415	2	109	0.26495053422407
SPBC31F10.02	14	41	16	100	601	300	0.14	133.465146053769	0.0682196339434276	65.0353100571017	0.177667544104464	0.646628307980528	2.05219512195122	1.06778194006783	3.88623613096297	7	107	1
SPBC31F10.03	11	71	3	100	2562	300	0.11	104.86547189939	0.0277127244340359	26.4191629581176	0.0776727205514918	0.301309107887994	3.96929577464789	1.98997510052922	7.71953934409042	2	109	1
SPBC31F10.05	8	6	0	100	1293	300	0.08	76.265797745011	0.00464037122969838	4.42377017082431	0.421426785898393	4.31529415846891	17.24	5.44904834166622	55.796753469003	0	108	0.0125877677440566
SPBC31F10.07	3	80	11	100	1291	300	0.03	28.5996741543791	0.0619674670797831	59.0749788884671	0.00947009121977216	0.122701708188926	0.484125	0.122258877647259	1.58407905271904	6	97	1
SPBC31F10.08	0	1	1	100	689	300	0	0	0.00145137880986938	1.38363203456116	0.120791776113059	17.3080587281839	0	0.832255337418976	119.252524637187	0	100	1
SPNCRNA.1637	0	5	0	100	1691	300	0	0	0.00295683027794205	2.81881274929816	0.0190383591688732	1.16008855872718	0	0.321938653545646	19.6170975280767	0	100	1
SPBC31F10.12	11	79	1	100	777	300	0.11	104.86547189939	0.101673101673102	96.9272526038589	0.0701354838512572	0.269449633465892	1.08189873417722	0.544952709524269	2.09362365202998	10	101	1
SPNCRNA.1638	0	0	2	100	895	295	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.1639	2	10	1	100	496	300	0.02	19.0664494362528	0.0201612903225806	19.2202111252548	0.0303002114505232	0.965353981350509	0.992	0.150289048794595	4.78815574749853	2	100	1
SPBC31F10.16	5	151	15	100	2330	300	0.05	47.6661235906319	0.0648068669527897	61.7818425938662	0.0120013549907256	0.083565315374225	0.771523178807947	0.279631571283907	1.94707184821944	6	99	1
SPNCRNA.1640	0	10	0	100	1574	300	0	0	0.00635324015247776	6.0566866061794	0.00929728784483565	0.525639636497703	0	0.146339310677713	8.27356787847385	0	100	1
SPNCRNA.1641	1	11	0	100	1374	300	0.01	9.53322471812638	0.00800582241630277	7.63213041480278	0.00438460787950623	0.673532041142035	1.24909090909091	0.0602445122644157	9.25433024529156	0	101	1
SPBC21C3.03	2	47	9	100	2324	300	0.02	19.0664494362528	0.020223752151463	19.2797573903589	0.00715206070404783	0.178375811909637	0.988936170212766	0.166213890762072	4.14545386877996	2	100	1
SPBC21C3.05	3	30	6	100	918	300	0.03	28.5996741543791	0.0326797385620915	31.1543291442039	0.0243559280368764	0.341769974278403	0.918	0.223587419378526	3.13744836387574	3	100	1
SPBC21C3.06	1	38	19	100	749	300	0.01	9.53322471812638	0.0507343124165554	48.3661601186652	0.0013417190345932	0.177523570277566	0.197105263157895	0.0100494755691031	1.32965154137897	4	97	1
SPNCRNA.1642	8	3	2	100	698	300	0.08	76.265797745011	0.00429799426934097	4.09737452068469	0.647897384126659	12.6469102766747	18.6133333333333	4.52232374120408	88.2754337311891	0	108	0.0612126551166473
SPNCRNA.1643	3	113	20	100	2135	300	0.03	28.5996741543791	0.0529274004683841	50.4568802411373	0.00674816527677862	0.0862026439994144	0.566814159292035	0.144073328659224	1.8404264493875	5	98	1
SPBC21C3.11	4	50	1	100	1316	300	0.04	38.1328988725055	0.0379939209726444	36.2204586554953	0.0245867173300684	0.230646739894439	1.0528	0.3235612000637	3.03531109701081	3	101	1
SPBC21C3.13	15	388	122	100	558	300	0.15	142.998370771896	0.695340501792115	662.883725919899	0.0222247409862118	0.066106675107721	0.215721649484536	0.124014054703062	0.368875247101083	47	68	1
SPBC21C3.18	0	0	0	100	1601	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC21C3.19	9	49	10	100	675	300	0.09	85.7990224631374	0.0725925925925926	69.2041498056581	0.0842106530269051	0.387445469789003	1.23979591836735	0.56842190793161	2.61525692107577	7	102	1
SPBC23E6.02	2	118	0	100	4337	300	0.02	19.0664494362528	0.027207747290754	25.9377568996752	0.00290043216673799	0.0694210785788352	0.735084745762712	0.125791743071427	3.01079217796408	2	100	1
SPBC23E6.05	29	158	7	100	1418	300	0.29	276.463516825665	0.111424541607898	106.223519426232	0.12099174447081	0.276838368270629	2.6026582278481	1.71566293659608	3.92556806207752	12	117	0.423713418331773
SPBC23E6.08	2	76	4	100	3631	300	0.02	19.0664494362528	0.0209308730377307	19.9538716215259	0.00447357636740423	0.108703657278664	0.955526315789474	0.162435557900448	3.94702979578829	2	100	1
SPBC23E6.09	48	1001	57	100	4554	300	0.48	457.594786470066	0.219806763285024	209.546726896015	0.0354882316634485	0.0646023675115118	2.18373626373626	1.61613406995344	2.94199181647425	26	122	0.153422301222962
SPBC211.01	17	156	1	100	2453	300	0.17	162.064820208148	0.0635955972278842	60.6271119456875	0.063818279298044	0.183570196317074	2.67314102564103	1.56546239118102	4.50297691565784	6	111	1
SPBC211.05	3	19	14	100	320	300	0.03	28.5996741543791	0.059375	56.6035217638754	0.0372348404284344	0.561573026386184	0.505263157894737	0.11915148937099	1.79703368443579	5	98	1
SPBC211.06	5	83	14	100	1665	300	0.05	47.6661235906319	0.0498498498498499	47.5229820783477	0.0215603461470317	0.154173043226467	1.00301204819277	0.358979763348077	2.56698116972067	4	101	1
SPBC1604.21c	14	359	38	100	3167	300	0.14	133.465146053769	0.113356488790654	108.065288089907	0.0219516892648372	0.0679751840688336	1.23504178272981	0.695209999017393	2.15277407945996	11	103	1
SPBC1604.25	9	33	12	100	452	300	0.09	85.7990224631374	0.0730088495575221	69.600976924374	0.121543050194876	0.593366081697302	1.23272727272727	0.549374586880838	2.68201468927181	7	102	1
SPBC1604.20c	5	56	23	100	2000	300	0.05	47.6661235906319	0.028	26.6930292107539	0.0315339672071874	0.231929730515963	1.78571428571429	0.630679344143747	4.63859461031926	2	103	1
SPBC1604.19c	1	130	15	100	2093	300	0.01	9.53322471812638	0.062111801242236	59.2125758889837	0.000398762187448416	0.0505175616797515	0.161	0.00834609258329536	1.0573325659572	5	96	1
SPBC1604.18c	9	18	0	100	1421	300	0.09	85.7990224631374	0.0126671358198452	12.0758652305612	0.20824467416958	1.17320221410224	7.105	2.95915681994973	16.6712034623928	1	108	0.324190052828529
SPBC1604.17c	0	21	24	100	1354	300	0	0	0.0155096011816839	14.7856513353511	0.00437456871201282	0.238242196120647	0	0.0592316603606535	3.22579933547356	1	99	1
SPBC1604.16c	7	63	10	100	632	300	0.07	66.7325730268846	0.0996835443037975	95.0305628547408	0.0466099284301959	0.251606780051835	0.702222222222222	0.294574747678838	1.5901548499276	9	98	1
SPBC1604.14c	13	215	38	100	2785	300	0.13	123.931921335643	0.0771992818671454	73.5958102117476	0.0330415459474063	0.108353054078257	1.68395348837209	0.920207054635264	3.01763255607946	8	105	1
SPBC1604.13c	12	45	5	100	676	300	0.12	114.398696617517	0.0665680473372781	63.4608154313146	0.133790943660086	0.520892397309554	1.80266666666667	0.904426779142184	3.52123260581259	6	106	1
SPBC1604.09c	2	29	0	100	1025	300	0.02	19.0664494362528	0.0282926829268293	26.9720504220161	0.0113820309314607	0.296059868747899	0.706896551724138	0.116665817047473	3.03461365466597	2	100	1
SPBC1604.08c	1	203	31	100	1771	300	0.01	9.53322471812638	0.114624505928854	109.274117322397	0.000256001705840331	0.0322226731379698	0.0872413793103448	0.00453379021043226	0.570663541273444	10	91	1
SPBC1604.06c	2	116	10	100	1415	300	0.02	19.0664494362528	0.0819787985865724	78.1522309047816	0.00294982799677859	0.0706366988850808	0.243965517241379	0.0417400661544171	0.999509289223893	7	95	1
SPNCRNA.1648	0	67	5	100	2142	300	0	0	0.0312791783380019	29.8191436094523	0.00136109033415423	0.0724580173373754	0	0.0291545549575835	1.55205073136658	3	97	1
SPBC1604.03c	2	57	8	100	921	300	0.02	19.0664494362528	0.0618892508143322	59.0004135649515	0.00592813233664939	0.146092904423384	0.323157894736842	0.0545980988205409	1.34551564973937	5	97	1
SPBC1604.02c	3	272	1	100	3948	300	0.03	28.5996741543791	0.0688956433637285	65.6797650286316	0.00282961001147086	0.0354225563977416	0.435441176470588	0.111713003252869	1.39848252658284	6	97	1
SPNCRNA.545	0	0	4	100	117	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC1677.02	4	92	17	100	746	300	0.04	38.1328988725055	0.123324396782842	117.567918775821	0.0136142391651432	0.122695488499287	0.324347826086957	0.101562224171968	0.91530834420468	11	93	1
SPBC26H8.01	1	54	10	100	2123	300	0.01	9.53322471812638	0.0254357041921809	24.2484283927849	0.000950728189351767	0.123527161358272	0.393148148148148	0.020183959459938	2.62248163563611	2	99	1
SPNCRNA.1650	0	19	37	100	641	300	0	0	0.0296411856474259	28.2576083688613	0.00484054272324269	0.264551414760663	0	0.0310278788559856	1.69577456861585	2	98	1
SPBC26H8.03	40	307	6	100	2998	300	0.4	381.328988725055	0.102401601067378	97.6217474471247	0.0923697882799904	0.183109788709981	3.90618892508143	2.76924625263411	5.48963146552524	13	127	1.70141388902306e-06
SPNCRNA.431	4	4	1	100	438	300	0.04	38.1328988725055	0.0091324200913242	8.70614129509258	0.211385029561017	4.73070397689326	4.38	0.925866429477253	20.7204834187925	0	104	1
SPBC26H8.06	1	98	9	100	1185	300	0.01	9.53322471812638	0.0827004219409283	78.8401706646738	0.000527778249978962	0.0672557567881182	0.120918367346939	0.0062541722622507	0.7969807179392	7	94	1
SPNCRNA.1651	134	283	223	100	231	300	1.34	1277.45211222893	1.22510822510823	1167.92320139817	0.383475258273209	0.584413509745266	1.09378091872792	0.885827846611113	1.34999520751156	128	106	1
SPBC26H8.10	6	188	15	100	3086	300	0.06	57.1993483087583	0.0609202851587816	58.0766768311004	0.0127956492822715	0.0743724449760959	0.984893617021277	0.394873736850899	2.29513365196232	6	100	1
SPBC26H8.12	5	97	17	100	1490	300	0.05	47.6661235906319	0.0651006711409396	62.0619327287422	0.0185228163388961	0.131332012578448	0.768041237113402	0.275989963449551	1.95684698741888	6	99	1
SPBC32C12.02	0	332	11	100	3832	300	0	0	0.0866388308977036	82.5947444263559	0.000273949330465136	0.0144649064843442	0	0.010497738343424	0.554295216480071	7	93	1
SPBC3B9.01	7	292	59	100	966	300	0.07	66.7325730268846	0.302277432712215	288.167869326387	0.0104038987386223	0.0523236226472781	0.231575342465753	0.100501661815092	0.505446194772706	24	83	1
SPNCRNA.1653	31	32	2	100	1230	300	0.31	295.529966261918	0.0260162601626016	24.801885445532	0.575374776868795	1.63064962066861	11.915625	7.07710975548618	20.0569903342239	3	128	2.43538824767475e-13
SPBC3B9.03	2	49	29	100	1854	300	0.02	19.0664494362528	0.0264293419633225	25.1956856088561	0.00686844659684507	0.170826937731834	0.756734693877551	0.127340999905508	3.16713142554821	2	100	1
SPBC3B9.04	3	40	16	100	987	300	0.03	28.5996741543791	0.0405268490374873	38.635155899195	0.018530119723358	0.251918538045674	0.74025	0.182892281669543	2.4864359705108	4	99	1
SPBC3B9.21	6	32	5	100	759	300	0.06	57.1993483087583	0.0421607378129117	40.1927787852496	0.0705135626992493	0.469031114548192	1.423125	0.535197940887302	3.55994615942078	4	102	1
SPBC3B9.05	5	44	1	100	700	300	0.05	47.6661235906319	0.0628571428571429	59.9231267996515	0.039696320751001	0.298857222923575	0.795454545454545	0.277874245257007	2.09200056046503	6	99	1
SPNCRNA.1655	0	12	1	100	910	300	0	0	0.0131868131868132	12.5712853425842	0.00771806013949717	0.431135285113533	0	0.0702343472694242	3.92333109453315	1	99	1
SPBC3B9.09	7	48	12	100	1685	300	0.07	66.7325730268846	0.028486646884273	27.1569606213689	0.0603782279264116	0.335014835715109	2.45729166666667	1.01737314056004	5.64499998179959	2	105	1
SPBC3B9.10	10	45	14	100	1144	300	0.1	95.3322471812638	0.0393356643356643	37.4995727548677	0.105183535424343	0.456696089527999	2.54222222222222	1.20329964525449	5.22460326420031	4	106	1
SPBC3B9.12	1	51	11	100	542	300	0.01	9.53322471812638	0.0940959409594096	89.7037750229604	0.00100567785774732	0.130998981520172	0.106274509803922	0.00545077398899046	0.710014479839332	8	93	1
SPNCRNA.1656	0	13	0	100	1186	300	0	0	0.0109612141652614	10.4495717820947	0.00711390234765344	0.395564521747562	0	0.0843708818431698	4.69139522792609	1	99	1
SPBC3B9.17	0	3	1	100	636	300	0	0	0.00471698113207547	4.49680411232376	0.0327971598819604	2.22593021867193	0	0.208589936849268	14.1569161907535	0	100	1
SPBC3B9.19	15	150	2	100	1094	300	0.15	142.998370771896	0.137111517367459	130.711490650727	0.0565611331550007	0.173906324747623	1.094	0.618778796715707	1.90253519273899	13	102	1
SPBC215.01	2	151	18	100	2784	300	0.02	19.0664494362528	0.0542385057471264	51.7067863662745	0.00227253585523509	0.0540677224161177	0.368741721854305	0.0632673982097449	1.50524539206472	5	97	1
SPBC215.02	5	42	1	100	1566	300	0.05	47.6661235906319	0.0268199233716475	25.5680356424845	0.0414862004069887	0.313946647192531	1.86428571428571	0.649673898373443	4.91640449503503	2	103	1
SPBC215.04	1	17	166	100	876	257	0.01	9.53322471812638	0.0194063926940639	18.5005502520717	0.0029153350293855	0.415929044001673	0.515294117647059	0.025538334857417	3.64353842545465	1	100	1
SPNCRNA.435	0	0	0	100	228	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.436	2	16	3	100	1615	300	0.02	19.0664494362528	0.00990712074303406	9.44468083529548	0.0198698862921535	0.564288735510909	2.01875	0.320898663618279	9.11326307850118	1	101	1
SPNCRNA.1657	2	17	149	100	1880	300	0.02	19.0664494362528	0.00904255319148936	8.62046916000789	0.018791857082423	0.52761009643784	2.21176470588235	0.353286913149552	9.91906981303139	0	102	1
SPBC215.05	34	834	205	100	1573	300	0.34	324.129640416297	0.530197075651621	505.448786708036	0.0284685913463332	0.0580891622065717	0.641270983213429	0.447810941877822	0.913742521509372	46	88	1
SPNCRNA.1658	2	101	0	100	4026	300	0.02	19.0664494362528	0.0250869349230005	23.9159388109976	0.00338177880340572	0.0813157473630838	0.797227722772277	0.136150414625114	3.27377198883775	2	100	1
SPNCRNA.1659	0	9	3	100	2405	300	0	0	0.00374220374220374	3.56752692154417	0.0103569347612096	0.590306163886248	0	0.24908428100709	14.1968632414643	0	100	1
SPBC215.10	4	42	0	100	1059	300	0.04	38.1328988725055	0.0396600566572238	37.8088232446938	0.029046161269645	0.277026853875976	1.00857142857143	0.30759884784554	2.93371438254658	3	101	1
