Mcs6as_Cdk9as_3MBPP1r1_pr_counts	Mcs6as_Cdk9as_3MBPP1r1gb_counts	Mcs6as_Cdk9as_3MBPP1r1term_counts	Mcs6as_Cdk9as_3MBPP1r1pr_map	Mcs6as_Cdk9as_3MBPP1r1gb_map	Mcs6as_Cdk9as_3MBPP1r1term_map	Mcs6as_Cdk9as_3MBPP1r1pr_density	Mcs6as_Cdk9as_3MBPP1r1pr_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1gb_density	Mcs6as_Cdk9as_3MBPP1r1gb_densityRPKM	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high	Mcs6as_Cdk9as_3MBPP1r1pause_index_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_low_scaled	Mcs6as_Cdk9as_3MBPP1r1pause_index_CI_high_scaled	Mcs6as_Cdk9as_3MBPP1r1_ExpPR	Mcs6as_Cdk9as_3MBPP1r1_ExpGB	Mcs6as_Cdk9as_3MBPP1r1Fexact_Pval
SPBC106.04	149	1071	18	100	2792	300	1.49	328.427855531419	0.383595988538682	84.5527569840364	0.116759356107792	0.16568488314627	3.88429505135388	3.25992122252956	4.62592193744386	69	180	1.19490720409991e-20
SPBC106.06	109	1705	107	100	1585	300	1.09	240.259303710904	1.07570977917981	237.109433523625	0.0524122075518099	0.0779118024442937	1.01328445747801	0.830733489696186	1.23490206874206	108	101	1
SPNCRNA.1351	20	280	21	100	974	300	0.2	44.0842759102576	0.287474332648871	63.36548898805	0.0441026565329635	0.114431880096691	0.695714285714286	0.429559874631065	1.11456651214178	26	94	1
SPNCRNA.1352	15	34	2	100	1241	300	0.15	33.0632069326932	0.0273972602739726	6.03894190551475	0.229697595012457	0.837476190724152	5.475	2.85054715410459	10.3930795268867	3	112	0.0224373485316738
SPBC106.09	11	260	33	100	4935	300	0.11	24.2463517506417	0.0526849037487335	11.6128791658227	0.0219548235245501	0.0793374783748775	2.08788461538462	1.08347054093655	3.91530455780021	5	106	1
SPBC106.10	33	218	5	100	1972	300	0.33	72.7390552519251	0.110547667342799	24.3670693418767	0.103108285172061	0.221163093935122	2.9851376146789	2.03329538359305	4.36133621240061	13	120	0.0113732134295625
SPNCRNA.1353	1	28	11	100	737	300	0.01	2.20421379551288	0.0379918588873813	8.37421794767445	0.00180589559329714	0.244217113716604	0.263214285714286	0.0133094505225999	1.79988012809137	3	98	1
SPBC106.13	10	328	12	100	1480	300	0.1	22.0421379551288	0.221621621621622	48.8501435762314	0.0153355478983622	0.0587236075028023	0.451219512195122	0.226966108895761	0.869109391041474	19	91	1
SPNCRNA.1354	8	14	3	100	2036	300	0.08	17.6337103641031	0.0068762278978389	1.5156676393507	0.219920958410072	1.44947257570818	11.6342857142857	4.47759071322907	29.5112616414186	0	108	0.0356973559715107
SPBC106.15	74	604	53	100	850	300	0.74	163.111820867953	0.710588235294118	156.628839116445	0.095498623423827	0.156948008977276	1.04139072847682	0.81173829910253	1.33405807630684	72	102	1
SPBC106.16	6	923	41	100	1419	300	0.06	13.2252827730773	0.65045806906272	143.374864923072	0.00263503605620637	0.0149690043100412	0.0922426868905742	0.0373911616375684	0.212410171159485	41	65	1
SPBC106.18	73	1519	339	100	777	300	0.73	160.90760707244	1.95495495495495	430.913868131798	0.0377178437548845	0.0611367722831404	0.373410138248848	0.293067645975452	0.475032720640001	114	59	1
SPBC106.19	122	1028	60	100	2060	300	1.22	268.914083052572	0.499029126213592	109.996688436274	0.0979118450273186	0.143746699507875	2.44474708171206	2.01698400756276	2.96118200986223	73	149	9.2381221159256e-07
SPBC106.20	11	255	21	100	2469	300	0.11	24.2463517506417	0.103280680437424	22.7652700630128	0.0223794666075693	0.0809152709012269	1.06505882352941	0.552549030540887	1.99779803855129	10	101	1
SPBC582.03	49	2991	36	100	2965	300	0.49	108.006475980131	1.00876897133221	222.354248309579	0.0122194039842467	0.0219000773800709	0.485740554998328	0.362305328132915	0.649337294319103	74	75	1
SPNCRNA.1356	9	48	10	100	1012	300	0.09	19.8379241596159	0.0474308300395257	10.4547689905749	0.0858582778628983	0.39605004283789	1.8975	0.868885771972531	4.00802643351945	4	105	1
SPBC582.08	81	1308	54	100	1754	300	0.81	178.541317436543	0.745724059293044	164.373525913959	0.0491452281913967	0.0779284164333694	1.08619266055046	0.862007302477098	1.3668644242413	77	104	1
SPBC582.09	55	393	23	100	1193	300	0.55	121.231758753209	0.329421626152557	72.6115692905752	0.104431701793773	0.187121609426983	1.66959287531807	1.24587020239971	2.23236080046391	38	117	1
SPNCRNA.1357	1	110	0	100	1952	300	0.01	2.20421379551288	0.0563524590163934	12.4212867575009	0.00047067249092851	0.0598228460629834	0.177454545454545	0.00918752702292452	1.16774195514944	5	96	1
SPNCRNA.1358	2	48	12	100	1332	300	0.02	4.40842759102576	0.036036036036036	7.943112776623	0.0070073850459693	0.174519842377689	0.555	0.0933383688123111	2.32460430047082	3	99	1
SPBC428.04	10	90	51	100	358	300	0.1	22.0421379551288	0.251396648044693	55.4131959765808	0.0544408858045471	0.220044396747993	0.397777777777778	0.194898371180279	0.787758940357815	22	88	1
SPNCRNA.1360	9	162	71	100	493	300	0.09	19.8379241596159	0.328600405679513	72.4305547409913	0.0265892035577379	0.111913880428691	0.273888888888889	0.131084773539648	0.551735430513446	26	83	1
SPBC428.07	4	22	7	100	2193	300	0.04	8.81685518205153	0.010031919744642	2.21124958966181	0.0531523583500741	0.555864053309793	3.98727272727273	1.16563121861712	12.1900986890838	1	103	1
SPNCRNA.1361	0	13	2	100	1117	300	0	0	0.0116383169203223	2.56533387123254	0.00711390234765344	0.395564521747562	0	0.0794622892232889	4.41845570792027	1	99	1
SPBC428.10	3	280	36	100	2979	254	0.03	6.61264138653865	0.0939912722390064	20.7176858927025	0.00274928489355638	0.0344028271697675	0.319178571428571	0.0819011969790447	1.02486022138737	8	95	1
SPBC428.11	79	1835	189	100	1668	300	0.79	174.132889845518	1.10011990407674	242.489946928426	0.0341363925222943	0.0542198583269452	0.718103542234332	0.569395027271868	0.904387236893446	93	86	1
SPBC428.14	0	652	155	100	2571	300	0	0	0.253597821859199	55.8983817454064	0.000139449824510654	0.00735570116185365	0	0.00358525498816891	0.189115076871257	20	80	1
SPBC428.15	87	320	26	100	1387	300	0.87	191.766600209621	0.23071377072819	50.8542476253873	0.212957799771269	0.346740057985066	3.77090625	2.9537246828275	4.80928460425286	35	152	3.50947544552874e-12
SPBC428.18	3	22	10	100	1349	300	0.03	6.61264138653865	0.0163083765752409	3.59471486295652	0.0325415198670741	0.477885849419339	1.83954545454545	0.43898510300683	6.44668010866688	1	102	1
SPBC902.03	14	290	18	100	1445	300	0.14	30.8589931371803	0.200692041522491	44.236816657352	0.0271046696756571	0.0843742959421144	0.697586206896552	0.391662476813245	1.21920857636355	19	95	1
SPBC902.04	14	833	27	100	2166	300	0.14	30.8589931371803	0.384579870729455	84.7696256538426	0.00951958045577786	0.0291071776090586	0.364033613445378	0.206194112672148	0.630461467012209	31	83	1
SPBC902.06	45	385	82	100	1545	300	0.45	99.1896207980797	0.249190938511327	54.9270104383469	0.0847434948259524	0.160710319757398	1.80584415584416	1.30928699506096	2.48297444025179	28	117	1
SPBC1685.01	20	1093	25	100	2498	300	0.2	44.0842759102576	0.437550040032026	96.4453834465805	0.011437593488138	0.0289473740489559	0.457090576395242	0.285711085333688	0.72310540374292	36	84	1
SPBC1685.03	7	250	47	100	1213	300	0.07	15.4294965685902	0.206100577081616	45.4289735266464	0.0121322526490667	0.0612195180522269	0.33964	0.147164224633179	0.742592753973512	18	89	1
SPBC1685.16	116	692	69	100	984	300	1.16	255.688800279494	0.703252032520325	155.011783180377	0.137008198243896	0.204948366781721	1.64947976878613	1.34816067071993	2.01669192913213	89	127	1
SPBC1685.04	22	67	15	100	1371	300	0.22	48.4927035012834	0.0488694383661561	10.7718690225648	0.196950815010734	0.543291052463541	4.50179104477612	2.70019567379717	7.44852032927515	5	117	0.00231759450399146
SPBC1685.05	8	268	5	100	4506	300	0.08	17.6337103641031	0.0594762538837106	13.1098379315902	0.0137253715256151	0.0621123701940777	1.34507462686567	0.618465240944219	2.79878340094514	6	102	1
SPBC1685.06	0	11	3	100	1477	300	0	0	0.00744752877454299	1.64159456673268	0.00843437698064696	0.473726222726494	0	0.124575748004156	6.99693630967032	0	100	1
SPBC1685.08	38	593	23	100	1599	300	0.38	83.7601242294895	0.370856785490932	81.7447642738674	0.0454913045853607	0.0898924806523076	1.02465430016863	0.727405960319917	1.4373807656304	37	101	1
SPBC1685.09	166	729	660	100	252	300	1.66	365.899490055138	2.89285714285714	637.647562273369	0.191677653765607	0.270405933606562	0.573827160493827	0.48302768748933	0.681422952688536	197	69	1
SPBC1685.10	277	1593	625	100	462	300	2.77	610.567221357068	3.44805194805195	760.024367154117	0.152730962315075	0.197932478986079	0.803352165725047	0.705617045895647	0.914448052915685	292	85	1
SPBC1685.11	136	125	4	100	1315	300	1.36	299.773076189752	0.0950570342205323	20.9526026189437	0.847421331975674	1.39699017469399	14.3072	11.1435905154801	18.370420797226	20	216	1.90542690489043e-58
SPRRNA.29	1	0	0	18	76	300	0.0555555555555556	12.2456321972938	0	0	0.0577765545925511	8.27870929775896	NA	0.243945452724105	34.9545503683156	0	19	1
SPBC1685.17	34	202	53	100	455	300	0.34	74.943269047438	0.443956043956044	97.8574036689235	0.115007529018488	0.245210185880602	0.765841584158416	0.523284257034119	1.11570634575674	41	93	1
SPNCRNA.1367	45	86	49	100	2241	300	0.45	99.1896207980797	0.0383757251227131	8.45883027282945	0.359052453520977	0.761052792360825	11.7261627906977	8.0463654834051	17.0551930768061	5	140	1.39841232847935e-21
SPBC1685.13	17	2080	15	100	2775	300	0.17	37.471634523719	0.74954954954955	165.216745753758	0.00490840186337666	0.0134143746968545	0.226802884615385	0.136208151708702	0.372248897837712	50	67	1
SPNCRNA.133	80	498	52	100	876	300	0.8	176.337103641031	0.568493150684932	125.308044539431	0.12593414577717	0.204657234724549	1.40722891566265	1.10318311700801	1.79279737618705	65	115	1
SPBC649.02	76	796	157	100	491	300	0.76	167.520248458979	1.62118126272912	357.343010433453	0.0749027037288462	0.121529283586421	0.468793969849246	0.367772275308635	0.596708782409325	108	68	1
SPBC649.03	30	249	19	100	1159	300	0.3	66.1264138653865	0.214840379637619	47.3554128630464	0.0809125288591239	0.178377237901339	1.39638554216867	0.937776209477246	2.06739218727652	22	108	1
SPBC649.04	340	1226	495	100	550	300	3.4	749.43269047438	2.22909090909091	491.339293327053	0.245472645745301	0.313269111902889	1.5252854812398	1.35009955159916	1.72298011546589	303	137	1
SPBC649.05	5	113	13	100	1803	300	0.05	11.0210689775644	0.0626733222407099	13.8145401493597	0.0159540815720965	0.112312429570001	0.797787610619469	0.287652090744901	2.02499310514713	6	99	1
SPBC354.01	7	251	29	100	1297	300	0.07	15.4294965685902	0.193523515805705	42.6567203295091	0.0120844539863167	0.0609727038589671	0.361713147410359	0.156735368202528	0.790815969050803	17	90	1
SPNCRNA.66	0	0	0	100	236	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC354.03	18	402	58	100	1663	300	0.18	39.6758483192319	0.24173180998196	53.2828590376536	0.0270616359652639	0.0731317517446275	0.744626865671642	0.450035006102339	1.21618103151316	22	96	1
SPBC354.04	6	188	22	100	887	300	0.06	13.2252827730773	0.211950394588501	46.7183983716372	0.0127956492822715	0.0743724449760959	0.283085106382979	0.113497409133748	0.659683586937971	18	88	1
SPBC354.06	1	932	61	100	2299	300	0.01	2.20421379551288	0.405393649412788	89.357427464898	5.59543784679484e-05	0.00697968302754364	0.0246673819742489	0.00128639116097813	0.160462912803228	29	72	1
SPNCRNA.1370	1	21	24	100	370	300	0.01	2.20421379551288	0.0567567567567568	12.5104026231812	0.00238298221596271	0.331279590579523	0.176190476190476	0.00881703419906202	1.22573448514423	5	96	1
SPNCRNA.1371	5	86	3	100	1213	300	0.05	11.0210689775644	0.0708985985160758	15.6275668931663	0.0208284195769369	0.148634168020504	0.705232558139535	0.252648729468245	1.80293245808872	6	99	1
SPBC354.10	145	1986	30	100	3183	300	1.45	319.611000349368	0.623939679547597	137.52964492267	0.0614504829975293	0.0866989513229577	2.32394259818731	1.95596887381136	2.75962762060974	94	151	7.48152917929608e-07
SPNCRNA.312	6	2	0	100	816	300	0.06	13.2252827730773	0.00245098039215686	0.540248479292373	0.552204904888375	21.4497560879096	24.48	4.50599202388914	175.030009677343	0	106	0.304328473199682
SPNCRNA.313	0	0	0	100	297	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPBC354.12	40	298	20	100	1438	300	0.4	88.1685518205153	0.207232267037552	45.6784221879582	0.0951015009057356	0.188756879763949	1.93020134228188	1.36755958302448	2.71432393100559	24	116	1
SPNCRNA.315	3	33	413	100	690	300	0.03	6.61264138653865	0.0478260869565217	10.5418920654964	0.0222566461165473	0.308749155677299	0.627272727272727	0.153570858204176	2.13036917417336	4	99	1
SPBC354.13	134	1272	8	100	2543	300	1.34	295.364648598726	0.500196618167519	110.254028623373	0.0877985703847566	0.126323714335359	2.6789465408805	2.23271764488436	3.21241205554817	78	156	2.17600864662564e-09
SPBC354.15	47	170	165	100	1563	300	0.47	103.598048389105	0.108765195137556	23.9741743593852	0.197476453228829	0.386074525319361	4.32123529411765	3.0865569639666	6.03434483074161	14	133	1.88413158337836e-08
SPBC1706.01	107	671	6	100	2853	300	1.07	235.850876119878	0.235191026989134	51.8411306270292	0.129322940891146	0.196467838091626	4.54949329359165	3.6895835036244	5.60522742075408	39	168	2.48539312676422e-20
SPNCRNA.316	1	17	2	100	767	216	0.01	2.20421379551288	0.0221642764015645	4.88548038118892	0.0029153350293855	0.415929044001673	0.451176470588235	0.0223606196753868	3.19017576749283	2	99	1
SPBC1706.03	6	246	113	100	2619	300	0.06	13.2252827730773	0.0939289805269187	20.7039554675895	0.00981046627169798	0.0566379065209105	0.638780487804878	0.25693611165577	1.48334677178265	9	97	1
SPBC839.02	51	820	21	100	1837	300	0.51	112.414903571157	0.446379967338051	98.3916882047122	0.0463673792637016	0.0832032207941146	1.1425243902439	0.851768757074198	1.52844316598788	46	105	1
SPNCRNA.1373	3	6	3	100	843	300	0.03	6.61264138653865	0.00711743772241993	1.56883544164618	0.0994064108776846	2.23440263509104	4.215	0.837996043698882	18.8360142138175	0	103	1
SPBC839.04	68	382	273	50	684	300	1.36	299.773076189752	0.558479532163743	123.10082893069	0.136335245121751	0.232053763177435	2.4351832460733	1.86506615326556	3.17449548026732	42	76	0.0274715244363117
SPNCRNA.317	1	0	4	100	637	300	0.01	2.20421379551288	0	0	0.0577765545925511	8.27870929775896	NA	0.368036652754551	52.7353782267246	0	101	1
SPBC839.20	0	0	5	100	42	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.318	0	0	0	100	641	300	0	0	0	0	NA	NA	NA	NA	NA	0	100	1
SPNCRNA.319	0	2	2	100	467	300	0	0	0.00428265524625268	0.943988777521577	0.0514242900386907	4.05388820080272	0	0.240151434480686	18.9316578977487	0	100	1
SPBC839.06	0	77	21	100	4575	300	0	0	0.0168306010928962	3.70982431157359	0.0011838127111161	0.0629364895177057	0	0.0541594315335617	2.87934439543503	1	99	1
SPBC839.07	17	323	23	100	702	300	0.17	37.471634523719	0.46011396011396	101.418953839125	0.031254519541451	0.0873913187028026	0.369473684210526	0.219406727180986	0.613487057293674	36	81	1
SPBC839.10	41	674	11	100	2338	300	0.41	90.3727656160282	0.288280581693755	63.5432035147854	0.0437857814129369	0.0841979022884268	1.42222551928783	1.02371156943446	1.96854695550342	31	110	1
SPBC839.12	5	234	17	100	1036	300	0.05	11.0210689775644	0.225868725868726	49.7862961534763	0.00778731694512645	0.0535965991036518	0.221367521367521	0.08067660355151	0.555260766713833	19	86	1
SPBC839.16	35	1725	5	100	3509	300	0.35	77.1474828429509	0.491593046451981	108.357617476766	0.0142964518883096	0.0286572565745528	0.711971014492754	0.501662496760785	1.00558313320106	44	91	1
SPBC115.02c	14	99	41	100	1672	300	0.14	30.8589931371803	0.0592105263157895	13.0512658944842	0.0774168494474851	0.253760483119659	2.36444444444444	1.29440972276195	4.24287527776069	6	108	1
SPBC115.01c	11	400	411	100	1812	300	0.11	24.2463517506417	0.22075055187638	48.6581411812998	0.0143375641562198	0.0513171357865908	0.4983	0.259796662510703	0.929866500453025	20	91	1
SPBC947.15c	134	764	7	100	2409	300	1.34	295.364648598726	0.31714404317144	69.9053275123222	0.145335596485595	0.211544020251111	4.22520942408377	3.50113451933799	5.09609544784927	56	178	1.917181695779e-21
SPBC947.14c	49	215	53	100	588	300	0.49	108.006475980131	0.365646258503401	80.5962527270867	0.165026453720653	0.313956638956814	1.34009302325581	0.970355547877438	1.84606503706607	39	110	1
SPBC947.11c	32	689	4	100	2898	300	0.32	70.5348414564122	0.237750172532781	52.4052210182324	0.032025869846493	0.0669878742890072	1.34595065312046	0.928109708151366	1.94130859689543	25	107	1
SPBC947.08c	19	192	19	100	1351	300	0.19	41.8800621147448	0.142116950407106	31.3256142663563	0.0599053332224588	0.16159005147132	1.33692708333333	0.809321051835419	2.18308159537753	14	105	1
SPBC947.06c	1	270	7	100	3282	300	0.01	2.20421379551288	0.0822669104204753	18.1333858863034	0.000192687682120072	0.0241841258434074	0.121555555555556	0.00632400972718077	0.793723010180631	7	94	1
SPBC947.05c	0	8	2	100	1494	300	0	0	0.00535475234270415	1.18030189853434	0.0116892782926356	0.673070909790981	0	0.174637817691975	10.0556793922773	0	100	1
SPNCRNA.1379	0	12	10	100	721	300	0	0	0.0166435506241331	3.66859438920313	0.00771806013949717	0.431135285113533	0	0.0556472136057746	3.10848540566858	1	99	1
SPNCRNA.321	0	20	4	100	848	300	0	0	0.0235849056603774	5.19861744224736	0.00459577388787386	0.250708753220746	0	0.0389721625691704	2.12601022731193	2	98	1
SPNCRNA.322	1	28	0	100	1820	85	0.01	2.20421379551288	0.0153846153846154	3.3910981469429	0.00180589559329714	0.244217113716604	0.65	0.032867299798008	4.44475146964219	1	100	1
SPBC947.03c	75	567	2	100	2388	300	0.75	165.316034663466	0.237437185929648	52.3362320793888	0.103169787841802	0.169349613434222	3.15873015873016	2.46369453366222	4.04406876880921	33	142	2.62042503553107e-08
SPNCRNA.323	5	11	14	100	189	300	0.05	11.0210689775644	0.0582010582010582	12.8287575400221	0.138028241968496	1.41059911473824	0.859090909090909	0.260873377320457	2.66603232685528	5	100	1
SPBPJ4664.01	11	108	19	100	1366	300	0.11	24.2463517506417	0.0790629575402635	17.4271661724298	0.0518870966011865	0.194747295182207	1.3912962962963	0.708777739572208	2.66024805218895	8	103	1
SPBPJ4664.02	16	313	28	100	3619	300	0.16	35.2674207282061	0.0864879801050014	19.0637998893488	0.0298497748804123	0.0862003037502578	1.84996805111821	1.08026335292212	3.11958899272183	9	107	1
SPBPJ4664.03	7	9	16	100	261	300	0.07	15.4294965685902	0.0344827586206897	7.60073722590649	0.261889060754899	2.27287061656872	2.03	0.683530448570285	5.93219230924437	3	104	1
SPBPJ4664.04	37	2374	49	100	3787	300	0.37	81.5559104339766	0.626881436493266	138.178071046939	0.01110132276868	0.0217839191776694	0.590223251895535	0.420407093249912	0.824957019258341	52	85	1
SPBPJ4664.05	21	201	49	100	1207	300	0.21	46.2884897057705	0.166528583264292	36.7064600578367	0.0648346889761551	0.166699014346309	1.2610447761194	0.782554695942192	2.01205710315995	17	104	1
SPBPJ4664.06	79	1136	223	100	4713	300	0.79	174.132889845518	0.241035433906217	53.1293628623517	0.0549769677515404	0.0878455792255343	3.2775264084507	2.5910644901301	4.14016214889943	34	145	9.008880630972e-10
SPBC119.01	91	1157	122	100	1463	300	0.91	200.583455391672	0.790840738209159	174.318206521422	0.0631532139803121	0.0978455491631927	1.15067415730337	0.923931520531965	1.43148038425751	84	107	1
SPBC119.02	187	1401	272	100	827	300	1.87	412.187979760909	1.69407496977025	373.410341900066	0.114236009523866	0.155900594519711	1.10384725196288	0.944731798762372	1.28929791667801	180	107	1
SPBC119.03	34	99	9	100	865	300	0.34	74.943269047438	0.114450867052023	25.227418006448	0.228170673741752	0.51492140661107	2.97070707070707	1.97367632786615	4.45407016718575	13	121	0.0268053817048658
SPNCRNA.324	4	3	1	100	278	300	0.04	8.81685518205153	0.0107913669064748	2.3786479807693	0.253716790119337	7.46861872267986	3.70666666666667	0.705332676531756	20.76276004905	1	103	1
SPBC119.04	1	2	0	100	1205	300	0.01	2.20421379551288	0.0016597510373444	0.365844613363134	0.0179700152612445	6.97865092307548	6.025	0.216538683897997	84.0927436230596	0	101	1
SPBC119.06	20	259	26	100	1290	300	0.2	44.0842759102576	0.20077519379845	44.2551451967315	0.0476156754267513	0.123878245672447	0.996138996138996	0.614242213005092	1.59802936917456	20	100	1
SPBC119.07	7	304	156	100	5342	300	0.07	15.4294965685902	0.0569075252714339	12.5436352271793	0.00999699553493349	0.0502378296980705	1.23006578947368	0.534039501476147	2.68370486247093	5	102	1
SPBC119.08	52	774	30	100	1946	300	0.52	114.61911736667	0.397738951695786	87.6701684340684	0.0501991226921605	0.0896820413769173	1.30739018087855	0.976874927589443	1.74521252519481	43	109	1
SPBC119.10	476	3518	132	100	2068	300	4.76	1049.20576666413	1.70116054158607	374.972153414619	0.122805966124786	0.149061189863802	2.7980898237635	2.53962737946057	3.08258540638342	362	214	2.20483186205581e-19
SPBC119.12	15	241	30	100	1427	300	0.15	33.0632069326932	0.168885774351787	37.2260353692085	0.0355559981276097	0.107126884802203	0.888174273858921	0.507384093280991	1.52870064612743	16	99	1
