WT_3MBPP1r2_pr_counts	WT_3MBPP1r2gb_counts	WT_3MBPP1r2term_counts	WT_3MBPP1r2pr_map	WT_3MBPP1r2gb_map	WT_3MBPP1r2term_map	WT_3MBPP1r2pr_density	WT_3MBPP1r2pr_densityRPKM	WT_3MBPP1r2gb_density	WT_3MBPP1r2gb_densityRPKM	WT_3MBPP1r2pause_index_CI_low	WT_3MBPP1r2pause_index_CI_high	WT_3MBPP1r2pause_index_scaled	WT_3MBPP1r2pause_index_CI_low_scaled	WT_3MBPP1r2pause_index_CI_high_scaled	WT_3MBPP1r2_ExpPR	WT_3MBPP1r2_ExpGB	WT_3MBPP1r2Fexact_Pval
SPNCRNA.406	0	4	125	100	326	300	0	0	0.0122699386503067	1.42788666716165	0.0240893601812892	1.52670069174082	0	0.0785313141910029	4.97704425507507	1	99	1
SPBC336.03	35	4265	611	100	3646	300	0.35	40.730467180786	1.16977509599561	136.129960446715	0.0057945291922444	0.0115656970923322	0.299202813599062	0.211268534349231	0.421685315986431	72	63	1
SPBC336.04	240	1782	8	100	4724	300	2.4	279.294632096818	0.377222692633362	43.8984471490025	0.117419297762942	0.154440244913269	6.36228956228956	5.54688762632136	7.29575716970282	93	247	3.55617225771394e-54
SPBC336.07	28	672	57	100	4050	300	0.28	32.5843737446288	0.165925925925926	19.3092585153356	0.0279913827298119	0.0616103420704934	1.6875	1.13365100055738	2.49521885385498	18	110	1
SPBC336.08	24	584	118	100	3756	300	0.24	27.9294632096818	0.155484558040469	18.0941676811038	0.0266958635213695	0.0627326383828509	1.54356164383562	1.00269663386264	2.35623789765988	16	108	1
SPBC336.11	17	471	180	100	1513	300	0.17	19.7833697735246	0.311302048909451	36.2270796754796	0.0215228729736534	0.0596742422753068	0.546093418259023	0.325641068091376	0.902871285625392	27	90	1
SPNCRNA.1548	20	201	10	100	832	300	0.2	23.2745526747349	0.241586538461538	28.1140930746497	0.0610468448466335	0.160455707458421	0.827860696517413	0.507909749123991	1.33499148605407	23	97	1
SPBC336.15	177	1223	102	100	3131	300	1.77	205.979791171404	0.39061002874481	45.4563684465039	0.123218277101944	0.169922237476942	4.53137367130008	3.85796425606186	5.32026525540305	77	200	4.39635260181297e-29
SPBC685.02	66	160	47	100	1653	300	0.66	76.8060238266251	0.0967937084089534	11.2641513247356	0.306469866778191	0.554486269852739	6.818625	5.0659468978435	9.16565804066577	14	152	8.44242661367447e-20
SPBC685.03	33	244	30	100	1166	300	0.33	38.4030119133125	0.20926243567753	24.3524479100999	0.0923748011273388	0.197043129653388	1.57696721311475	1.07709018114477	2.2975228917585	23	110	1
SPBC685.05	22	92	43	100	646	300	0.22	25.6020079422084	0.142414860681115	16.5732108829381	0.145991019869635	0.388443873188637	1.54478260869565	0.943101988357843	2.5093474207986	15	107	1
SPBC685.06	339	1041	250	100	829	300	3.39	394.503667836756	1.25572979493365	146.132746287087	0.287526178422527	0.368779573234237	2.69962536023055	2.38359201912275	3.05718266211183	244	195	7.71756603486098e-14
SPBC685.08	5	93	135	100	741	300	0.05	5.81863816868372	0.125506072874494	14.6054885205826	0.0192996768811656	0.137137312446542	0.398387096774194	0.143010605689437	1.01618748522888	11	94	1
SPBC685.09	77	439	47	100	1441	300	0.77	89.6070277977292	0.304649548924358	35.4529098688709	0.136618579403837	0.224887770817874	2.52749430523918	1.96867372920929	3.24063277748557	41	136	0.000104819748688505
SPBC32F12.02	51	381	79	100	1378	300	0.51	59.3501093205739	0.276487663280116	32.1756334146371	0.0988070101610465	0.180881919818877	1.84456692913386	1.36156060001922	2.49255285510413	32	119	1
SPBC32F12.16	132	60	40	100	361	300	1.32	153.61204765325	0.166204986149584	19.3417335247104	1.60487838133898	3.02010974466501	7.942	5.79361095663371	10.9025961782407	33	199	6.05303418531533e-26
SPNCRNA.1549	10	26	0	100	544	258	0.1	11.6372763373674	0.0477941176470588	5.56193354359473	0.173596228683436	0.832554888179174	2.09230769230769	0.94436348403789	4.52909859169471	5	105	1
SPBC32F12.04	23	756	73	100	2654	300	0.23	26.7657355759451	0.284853051996986	33.1491368163142	0.0196147924152006	0.0467631549302225	0.807433862433862	0.520576590699424	1.24109413184811	27	96	1
SPBC32F12.06	4	790	6	100	2811	300	0.04	4.65491053494697	0.281038776236215	32.705259005764	0.00161763740609581	0.0139669961042823	0.142329113924051	0.0454717874853533	0.392612260491376	22	82	1
SPBC32F12.09	9	679	251	100	2041	300	0.09	10.4735487036307	0.332680058794708	38.7148977612567	0.00643843753983215	0.0262858634445305	0.270530191458026	0.131408510187974	0.536494472902867	27	82	1
SPBC32F12.10	713	3041	623	100	1944	300	7.13	829.737802854298	1.56430041152263	182.041961635465	0.21591317543874	0.254593830159789	4.55794804340677	4.19735213052911	4.9493040583063	495	318	6.29865487596983e-53
SPNCRNA.1550	5	50	3156	100	1376	300	0.05	5.81863816868372	0.0363372093023256	4.22866145979921	0.03514736074431	0.261181710785662	1.376	0.483627683841705	3.59386034041071	3	102	1
SPBC32F12.11	1075	6278	741	100	956	300	10.75	1251.007206267	6.56694560669456	764.213607175656	0.160418208179192	0.182772027179706	1.63698630136986	1.53359807019308	1.74730057983799	1019	156	0.0105050295576223
SPNCRNA.1551	122	56	166	100	371	300	1.22	141.974771315883	0.150943396226415	17.5657001318754	1.57045074378661	3.02692844318625	8.0825	5.82637225944831	11.229904524221	29	193	4.45710444069614e-25
SPBC32F12.15	48	112	106	100	467	300	0.48	55.8589264193637	0.23982869379015	27.9095278326585	0.301265441861007	0.608410511767595	2.00142857142857	1.4069096134909	2.84127708995467	28	120	1
SPBC19C7.02	37	2218	148	100	6009	300	0.37	43.0579224482595	0.36911299717091	42.9546994779181	0.0118799035355694	0.0233204684897292	1.00240306582507	0.713863403452366	1.40132695154783	36	101	1
SPBC19C7.03	92	2416	34	100	5224	300	0.92	107.06294230378	0.462480857580398	53.8201754040577	0.0307427691954661	0.0471146364137691	1.98927152317881	1.60600226277115	2.4612686062553	60	132	0.0165293237468056
SPNCRNA.1553	0	77	16	100	1843	300	0	0	0.0417797069994574	4.8620199564693	0.0011838127111161	0.0629364895177057	0	0.0218176682658698	1.15991950181132	4	96	1
SPNCRNA.26	0	3	1	100	184	300	0	0	0.016304347826087	1.8973820115273	0.0327971598819604	2.22593021867193	0	0.0603467741828071	4.09571160235636	1	99	1
SPBC19C7.05	253	604	243	100	1188	300	2.53	294.423091335396	0.508417508417508	59.1659504021038	0.360695620788561	0.486353319225169	4.97622516556291	4.28506397496811	5.777877432395	118	235	3.94278988748139e-36
SPBC19C7.06	62	1911	297	100	2149	300	0.62	72.1511132916781	0.889250814332248	103.484574596134	0.0249759144964287	0.0420593001164244	0.697216117216117	0.536732402528252	0.903854359501959	76	86	1
SPBC19C7.10	82	660	159	100	1801	300	0.82	95.425665966413	0.366463076068851	42.6463208365492	0.0980773261857579	0.157190591920988	2.23760606060606	1.7663726446055	2.831002560497	48	134	0.00194791853925963
SPBC19C7.11	80	691	86	100	2450	300	0.8	93.0982106989395	0.282040816326531	32.8218691800853	0.091200111078013	0.146777639645226	2.83646888567294	2.23440272141132	3.59605217130804	39	141	5.21368784205381e-07
SPBP19A11.01	162	683	103	100	797	300	1.62	188.523876665352	0.856963613550816	99.727223819598	0.199090649262433	0.282461564489964	1.8903953147877	1.58675247462159	2.25121866898501	120	142	0.0122118227786037
SPNCRNA.1555	4	37	75	100	669	300	0.04	4.65491053494697	0.0553064275037369	6.43616180093565	0.0327600561833436	0.316819953322237	0.723243243243243	0.219164775866569	2.11952548772576	5	99	1
SPBP19A11.06	54	1812	119	100	4397	300	0.54	62.8412922217841	0.412099158517171	47.957117860609	0.0225090705900015	0.0393577158721732	1.3103642384106	0.989723833842364	1.73055876689945	44	110	1
SPBP4H10.03	41	938	78	100	1578	300	0.41	47.7128329832065	0.594423320659062	69.1746844388508	0.0315477818167457	0.060334231167261	0.689744136460554	0.497823997068247	0.952074167819378	52	89	1
SPBP4H10.04	33	830	73	100	2005	300	0.33	38.4030119133125	0.413965087281795	48.1742611472068	0.0276126445569207	0.0569505726359254	0.797168674698795	0.553633523366259	1.1418589813503	38	95	1
SPBP4H10.07	15	553	46	100	1827	300	0.15	17.4559145060512	0.302681992337165	35.2239398717252	0.0156420822638468	0.0462331645908011	0.495569620253165	0.285780842960481	0.844679917073936	26	89	1
SPBP4H10.08	62	565	456	100	395	300	0.62	72.1511132916781	1.43037974683544	166.457243812977	0.0836524557543144	0.143671021715077	0.433451327433628	0.330427200229542	0.567500535774554	95	67	1
SPNCRNA.1559	0	4	9	100	700	300	0	0	0.00571428571428571	0.664987219278139	0.0240893601812892	1.52670069174082	0	0.168625521269025	10.6869048421857	0	100	1
SPNCRNA.410	1	2	5	100	170	300	0.01	1.16372763373674	0.0117647058823529	1.36909133380793	0.0179700152612445	6.97865092307548	0.85	0.0305490259441157	11.8637065692283	1	100	1
SPBP4H10.09	7	25	9	100	1353	300	0.07	8.1460934361572	0.0184774575018477	2.15027278960965	0.110421378747821	0.679030354369894	3.7884	1.49400125445802	9.18728069462466	1	106	1
SPBP4H10.10	8	68	26	100	843	300	0.08	9.30982106989395	0.0806642941874259	9.38712682017776	0.0523934359970915	0.253334354169002	0.991764705882353	0.441676665455481	2.13560860564469	8	100	1
SPBP4H10.12	39	241	49	100	689	300	0.39	45.385377715733	0.34978229317852	40.7051320363651	0.113640259176533	0.229581343654443	1.11497925311203	0.782981385726309	1.58181545777911	36	103	1
SPBP4H10.13	225	426	984	100	343	300	2.25	261.838717590767	1.24198250728863	144.532936434942	0.447905819874918	0.622707750878996	1.81161971830986	1.53631696217097	2.13588758551496	180	145	0.0760738632000874
SPNCRNA.411	31	382	138	100	1239	300	0.31	36.075556645839	0.308313155770783	35.8792539215041	0.0552594825138633	0.118511325645266	1.00547120418848	0.684664988346766	1.46835532474485	30	101	1
SPNCRNA.1561	31	463	64	100	1363	300	0.31	36.075556645839	0.33969185619956	39.5308800014756	0.04570968817774	0.0975218912277371	0.912591792656588	0.623023049862596	1.32922337743406	33	98	1
SPBP4H10.15	213	4435	106	100	2822	300	2.13	247.873985985926	1.57158043940468	182.889158597536	0.041753136292185	0.0552264788781988	1.35532356257046	1.17827350616546	1.55849123394277	191	122	1
SPBP4H10.20	4	301	97	100	1302	300	0.04	4.65491053494697	0.231182795698925	26.9033807799355	0.00422722752904477	0.0368374722709176	0.173023255813953	0.0550385024281629	0.479623888967347	19	85	1
SPBC1703.02	112	1225	180	100	2541	300	1.12	130.337494978515	0.482093663911846	56.1025718743609	0.0749711942608489	0.11140934208462	2.3232	1.90501804616817	2.83091138237019	68	144	1.67647777973249e-05
SPBC1703.04	16	319	17	100	2115	300	0.16	18.6196421397879	0.150827423167849	17.5522040265731	0.0292956208205247	0.0845572329963482	1.06081504702194	0.619602380354098	1.78838547787276	15	101	1
SPBC1703.05	18	478	174	100	1222	300	0.18	20.9470974072614	0.391162029459902	45.5206062951034	0.0227985931858141	0.061393991793769	0.460167364016736	0.278598808730648	0.750234579719857	33	85	1
SPBC1703.06	67	1146	232	100	2077	300	0.67	77.9697514603618	0.551757342320655	64.209526637569	0.0453266460213946	0.0752760041844991	1.21430191972077	0.941434437864366	1.56348260691205	59	108	1
SPBC1703.07	175	2513	30	100	3015	300	1.75	203.65233590393	0.833499170812604	96.9966017771289	0.0595587519313867	0.0813889835284944	2.09958217270195	1.79569637073131	2.45387785338411	125	150	1.65837335994985e-05
SPBC1703.09	11	156	178	100	828	300	0.11	12.8010039711042	0.188405797101449	21.9253032443155	0.0362702110380235	0.133459632652439	0.583846153846154	0.300317347394835	1.1050457583622	17	94	1
SPBC1703.10	314	1706	375	100	1127	300	3.14	365.410476993337	1.51375332741792	176.159657777718	0.162876586521128	0.207957088679599	2.0743141852286	1.83561913009311	2.34367638941908	249	165	1.46356086941342e-06
SPBC1703.11	8	404	116	100	1239	300	0.08	9.30982106989395	0.326069410815174	37.9455983881876	0.00913916631634123	0.0410390719339334	0.245346534653465	0.113234270659468	0.508474101261435	26	82	1
SPBC1703.12	26	934	51	100	2405	300	0.26	30.2569184771553	0.388357588357588	45.1942457343085	0.0184585004826055	0.0416667524428	0.66948608137045	0.443926936606662	1.00208539624934	35	91	1
SPBC2A9.02	13	478	48	100	1877	300	0.13	15.1284592385777	0.254661694192861	29.6356850786448	0.0150052535049325	0.0482510195159102	0.510481171548117	0.281648608287584	0.905671636313634	22	91	1
SPBC2A9.03	4	115	10	100	1285	300	0.04	4.65491053494697	0.0894941634241245	10.4146831034806	0.0109405931398401	0.0976540426401401	0.44695652173913	0.140586621846945	1.2548544479258	8	96	1
SPNCRNA.1567	4	311	21	100	1877	300	0.04	4.65491053494697	0.165689930740543	19.2817951034698	0.00409222470361668	0.0356439319161064	0.241414790996785	0.0768110576868851	0.669036602065318	14	90	1
SPBC2A9.13	50	60	24	100	106	300	0.5	58.1863816868372	0.566037735849057	65.8713754945326	0.563194653138082	1.23224960016839	0.883333333333333	0.596986332326367	1.3061845761785	54	96	1
SPBC2A9.09	10	136	99	100	801	300	0.1	11.6372763373674	0.169787765293383	19.7586714342319	0.0364659751056232	0.143758485739419	0.588970588235294	0.292092460596041	1.15150547077275	15	95	1
SPBC2A9.10	22	157	61	100	1189	300	0.22	25.6020079422084	0.132043734230446	15.366294238576	0.0873118423079398	0.222872084174812	1.66611464968153	1.0381378050414	2.64994908083851	14	108	1
SPBC2A9.12	11	85	40	100	810	300	0.11	12.8010039711042	0.104938271604938	12.2119566503239	0.0653778142652239	0.249645017405388	1.04823529411765	0.529560295548314	2.02212464098364	10	101	1
SPBC2D10.04	7	3372	585	100	3119	300	0.07	8.1460934361572	1.08111574222507	125.812426449513	0.000908889426932736	0.00448849167130074	0.0647479240806643	0.028348261226032	0.13999605522787	55	52	1
SPBC2D10.05	145	257	92	100	1603	300	1.45	168.740506891828	0.16032439176544	18.6573925059478	0.457896612576445	0.694970919189746	9.04416342412451	7.34008269960041	11.1403838346116	33	212	1.81516307739289e-47
SPBC2D10.06	14	914	36	100	1947	300	0.14	16.2921868723144	0.469440164355419	54.6300491646319	0.00867958487962094	0.0265161262615755	0.298227571115974	0.16899151760622	0.516268978312874	36	78	1
SPNCRNA.1568	25	82	23	100	458	300	0.25	29.0931908434186	0.179039301310044	20.8352982459417	0.189884240508273	0.486369958194096	1.39634146341463	0.86966982152789	2.22757440852896	18	107	1
SPBC2D10.09	4	209	34	100	1251	300	0.04	4.65491053494697	0.167066346922462	19.4419724581119	0.00606932437381485	0.0532376607689327	0.239425837320574	0.0759272479164237	0.666003136219348	14	90	1
SPBC2D10.12	26	384	307	100	1367	300	0.26	30.2569184771553	0.280907095830285	32.6899349930439	0.0445374619411608	0.102179748671879	0.925572916666667	0.608827104735667	1.39679716434459	27	99	1
SPBC2D10.13	134	308	41	100	1488	300	1.34	155.939502920724	0.206989247311828	24.0879106983143	0.353342449050673	0.535454664221061	6.47376623376623	5.25773564187401	7.96756540360938	40	194	3.02300339094696e-33
SPBC2D10.16	4	234	207	100	805	300	0.04	4.65491053494697	0.290683229813665	33.827610719801	0.00542671532460676	0.0474921954190426	0.137606837606838	0.0436850583630844	0.382312173123293	23	81	1
SPBC2D10.17	122	1307	168	100	3847	300	1.22	141.974771315883	0.33974525604367	39.5370942888985	0.0771826197861701	0.112808959729718	3.59092578423871	2.96921538317396	4.33976068080224	56	166	3.73492353169359e-16
SPBC2D10.18	52	531	26	100	1907	300	0.52	60.5138369543107	0.278447823807027	32.4037427118097	0.0728614678295513	0.13128581164491	1.86749529190207	1.38946819150954	2.50362042806844	33	119	1
SPBC2D10.20	2	670	15	100	3835	300	0.02	2.32745526747349	0.17470664928292	20.3310955568088	0.000515935395886277	0.0120724879246384	0.114477611940299	0.0197861224322387	0.462979911909882	15	87	1
SPNCRNA.1572	0	112	49	100	2734	300	0	0	0.0409656181419166	4.76728218648556	0.0008131346553243	0.0431091845553948	0	0.0222311014765664	1.17860510574449	3	97	1
SPBC15D4.02	13	1529	194	100	3387	300	0.13	15.1284592385777	0.451431945674638	52.5343829933121	0.00471671121368388	0.0149989161379455	0.287972531066056	0.159755008807473	0.508013289592213	35	78	1
SPBC15D4.03	59	1073	116	100	2412	300	0.59	68.6599303904679	0.44485903814262	51.7694755804115	0.0419178797510816	0.0719731150227876	1.32626281453868	1.01105925959609	1.73599153434964	48	111	1
SPBC15D4.04	60	483	2561	100	1662	300	0.6	69.8236580242046	0.290613718411552	33.8195214858512	0.0940865559527055	0.163684719448191	2.06459627329193	1.56371855993396	2.72044003722894	36	124	0.188345240834206
SPSNRNA.01	30	8708	569	100	664	300	0.3	34.9118290121023	13.1144578313253	1526.16569797885	0.00236448661170036	0.00498887513645123	0.022875516766192	0.0157001911016904	0.0331261309060362	120	10	1
SPBC15D4.05	20	331	65	100	1323	300	0.2	23.2745526747349	0.250188964474679	29.1151811615164	0.0374014227233314	0.0965500685388994	0.799395770392749	0.494820822629675	1.27735740676964	24	96	1
SPBC15D4.06	16	85	38	100	529	300	0.16	18.6196421397879	0.160680529300567	18.6988372150516	0.10620730977885	0.32896486133971	0.995764705882353	0.561836668730116	1.74022411648707	16	100	1
SPNCRNA.1574	3	242	8	100	2138	300	0.03	3.49118290121023	0.113189897100094	13.1722211115197	0.0031777759927016	0.0398522325855193	0.26504132231405	0.0679408507239601	0.852040732678402	10	93	1
SPNCRNA.1575	5	182	27	100	1606	300	0.05	5.81863816868372	0.11332503113325	13.187947032384	0.00998354073627729	0.06912901130528	0.441208791208791	0.160335664224613	1.1102119215628	10	95	1
SPNCRNA.1576	4	64	12	100	1003	300	0.04	4.65491053494697	0.0638085742771685	7.42558011556845	0.0193800487931317	0.178357839926761	0.626875	0.194381889395111	1.78892913446541	6	98	1
SPBC15D4.14	0	665	119	100	2496	300	0	0	0.266426282051282	31.0047626776817	0.000136722826446265	0.00721170954929313	0	0.00341260174809877	0.180004270350357	21	79	1
SPBC15D4.15	28	505	146	100	846	300	0.28	32.5843737446288	0.596926713947991	69.4660112336945	0.0371486781110706	0.0822077884096352	0.469069306930693	0.314277816819657	0.695477889945514	47	81	1
SPBC13E7.01	70	1006	104	100	2705	300	0.7	81.460934361572	0.371903881700555	43.2794824228896	0.0541825626136076	0.0892122135479342	1.88220675944334	1.46563831869809	2.41319037647162	46	124	0.502287957138363
SPBC13E7.02	34	470	8	100	1853	300	0.34	39.5667395470493	0.25364274150027	29.5171067380609	0.0502392151540301	0.103655858633167	1.34046808510638	0.930932656804178	1.92074306047258	27	107	1
SPBC13E7.04	25	411	171	100	676	300	0.25	29.0931908434186	0.607988165680473	70.753262938728	0.0397177985807854	0.0924291350860598	0.411192214111922	0.268492318406109	0.624820953181765	47	78	1
SPBC13E7.05	47	956	134	100	2408	300	0.47	54.6951987856269	0.397009966777409	46.2011469207777	0.0362577191428577	0.0664595621311767	1.18384937238494	0.873085876960014	1.60034625611874	41	106	1
SPBC13E7.06	59	92	34	100	1209	300	0.59	68.6599303904679	0.076095947063689	8.85549564133833	0.456510421714739	0.899981049710093	7.75336956521739	5.5192109985312	10.880770890995	11	148	6.78675599110913e-19
SPBC13E7.07	133	503	58	100	2679	300	1.33	154.775775286987	0.18775662560657	21.8497573635529	0.217386565532676	0.321440377279568	7.08363817097415	5.82378609062039	8.61138770731964	36	197	9.36999720244214e-39
SPBC13E7.09	18	402	5	100	3136	300	0.18	20.9470974072614	0.128188775510204	14.91768203961	0.0270616359652639	0.0731317517446275	1.40417910447761	0.848652903870676	2.29341173471152	13	105	1
SPBC13E7.11	5	104	98	100	1030	300	0.05	5.81863816868372	0.100970873786408	11.7502596027788	0.0173039056199359	0.122273327946249	0.495192307692308	0.178230227885339	1.25941527784636	9	96	1
SPBC30D10.18c	303	3905	604	100	845	300	3.03	352.609473022233	4.62130177514793	537.793657957631	0.0689091678992214	0.0873550194727893	0.655659411011524	0.582282468748421	0.73814991454507	331	72	1
